rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
"		1599							",https://boardgamegeek.com/boardgame/17449/beowulf-legend,17449,Beowulf: The Legend,2,5,60,60,60,2005,6.40449,6.11857,2113,//cf.geekdo-images.com/images/pic359455.jpg,12,"Auction/Bidding, Card Drafting, Hand Management, Press Your Luck, Simultaneous Action Selection",2690,"Adventure, Fantasy, Mythology, Novel-based",Reiner Knizia,2.2467
"		1600							",https://boardgamegeek.com/boardgame/6613/downtown-air-war-over-hanoi-1965-1972,6613,"Downtown: Air War Over Hanoi, 1965-1972",2,2,240,240,240,2004,7.75901,6.11874,382,//cf.geekdo-images.com/images/pic433450.jpg,14,"Chit-Pull System, Dice Rolling, Hex-and-Counter, Simulation",1009,"Aviation / Flight, Modern Warfare, Vietnam War, Wargame",Lee Brimmicombe-Wood,4.0625
"		1601							",https://boardgamegeek.com/boardgame/10788/hellenes-campaigns-peloponnesian-war,10788,Hellenes: Campaigns of the Peloponnesian War,2,2,240,240,240,2009,7.44894,6.11889,432,//cf.geekdo-images.com/images/pic573041.jpg,12,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Secret Unit Deployment",1188,"Ancient, Wargame",Craig Besinque,3.0147
"		1602							",https://boardgamegeek.com/boardgame/80771/dungeon-raiders,80771,Dungeon Raiders,3,5,60,20,60,2011,6.66889,6.11943,1141,//cf.geekdo-images.com/images/pic1733595.jpg,8,"Hand Management, Player Elimination, Simultaneous Action Selection, Take That, Variable Player Powers",1665,"Adventure, Bluffing, Card Game, Exploration, Fantasy, Fighting",Phil Walker-Harding,1.3974
"		1603							",https://boardgamegeek.com/boardgame/24920/storm-over-stalingrad,24920,Storm Over Stalingrad,2,2,180,180,180,2006,7.15346,6.11846,537,//cf.geekdo-images.com/images/pic354483.jpg,12,Area-Impulse,1209,"Wargame, World War II",Tetsuya Nakamura,2.2083
"		1604							",https://boardgamegeek.com/boardgame/176530/xenon-profiteer,176530,Xenon Profiteer,2,4,30,30,30,2015,7.35384,6.11857,458,//cf.geekdo-images.com/images/pic2537665.jpg,10,"Deck / Pool Building, Hand Management, Simulation",762,"Card Game, Economic, Industry / Manufacturing","T. C. Petty, III",2.1765
"		1605							",https://boardgamegeek.com/boardgame/83040/leader-1-hell-north,83040,Leader 1: Hell of the North,2,10,45,45,45,2011,7.81719,6.11829,349,//cf.geekdo-images.com/images/pic1137749.jpg,14,"Modular Board, Simulation",703,"Racing, Sports","Christophe Leclercq, Alain Ollier",2.7045
"		1606							",https://boardgamegeek.com/boardgame/198487/smash-cease-and-desist,198487,Smash Up: Cease and Desist,2,2,0,0,0,2016,7.8011,6.12408,381,//cf.geekdo-images.com/images/pic3261056.jpg,0,"Area Control / Area Influence, Hand Management, Variable Player Powers, Worker Placement",1833,"Card Game, Fantasy",Paul Peterson,0
"		1607							",https://boardgamegeek.com/boardgame/35285/german-railways,35285,German Railways,3,5,60,60,60,2008,6.92844,6.11583,662,//cf.geekdo-images.com/images/pic1097251.jpg,12,"Auction/Bidding, Route/Network Building, Stock Holding",1148,"Economic, Trains, Transportation",Harry Wu,2.9241
"		1608							",https://boardgamegeek.com/boardgame/145588/citrus,145588,Citrus,2,5,60,60,60,2013,7.06819,6.12073,588,//cf.geekdo-images.com/images/pic1759308.jpg,10,Tile Placement,759,"Economic, Farming, Territory Building",Jeffrey D. Allers,2.5135
"		1609							",https://boardgamegeek.com/boardgame/33107/senji,33107,Senji,3,6,90,90,90,2008,6.55997,6.1138,1310,//cf.geekdo-images.com/images/pic341717.jpg,0,"Area Movement, Auction/Bidding, Card Drafting, Dice Rolling, Hand Management, Set Collection, Simultaneous Action Selection, Trading",1750,"Bluffing, Medieval, Negotiation","Bruno Cathala, Serge Laget",2.9714
"		1610							",https://boardgamegeek.com/boardgame/195528/la-granja-no-siesta,195528,La Granja: No Siesta,1,4,45,30,45,2016,7.05138,6.14099,647,//cf.geekdo-images.com/images/pic3051552.png,10,Dice Rolling,1320,"Dice, Farming","Andreas ""ode."" Odendahl",2.2727
"		1611							",https://boardgamegeek.com/boardgame/178570/unusual-suspects,178570,Unusual Suspects,3,18,30,10,30,2015,6.69617,6.12635,1022,//cf.geekdo-images.com/images/pic3090549.jpg,13,"Co-operative Play, Partnerships",1492,"Card Game, Deduction, Murder/Mystery, Party Game",Paolo Mori,1.2
"		1612							",https://boardgamegeek.com/boardgame/287/bazaar,287,Bazaar,2,6,45,45,45,1967,6.50372,6.11399,1439,//cf.geekdo-images.com/images/pic1066791.jpg,8,"Set Collection, Trading",2273,"Abstract Strategy, Puzzle",Sid Sackson,2.0074
"		1613							",https://boardgamegeek.com/boardgame/112373/braverats,112373,BraveRats,2,2,15,15,15,2011,6.52124,6.11244,1414,//cf.geekdo-images.com/images/pic2294231.jpg,8,Simultaneous Action Selection,2673,"Card Game, Fantasy",Seiji Kanai,1.1481
"		1614							",https://boardgamegeek.com/boardgame/827/attila,827,Attila,2,5,45,45,45,2000,6.51322,6.11321,1478,//cf.geekdo-images.com/images/pic147372.jpg,10,"Area Control / Area Influence, Stock Holding",1709,Ancient,Karl-Heinz Schmiel,2.5655
"		1615							",https://boardgamegeek.com/boardgame/3439/heroclix,3439,HeroClix,2,2,60,60,60,2002,6.4809,6.11376,2061,//cf.geekdo-images.com/images/pic13320.jpg,10,"Action Point Allowance System, Dice Rolling, Variable Player Powers",3155,"Collectible Components, Comic Book / Strip, Dice, Fighting, Miniatures","Monte Cook, Jeff Grubb, Seth Johnson, Jon Leitheusser, Jeff Quick, Jordan Weisman",2.7956
"		1616							",https://boardgamegeek.com/boardgame/41490/phantom-leader,41490,Phantom Leader,1,1,30,30,30,2010,7.55254,6.11193,421,//cf.geekdo-images.com/images/pic1046609.jpg,12,"Campaign / Battle Card Driven, Card Drafting, Dice Rolling",823,"Aviation / Flight, Modern Warfare, Vietnam War, Wargame",Dan Verssen,2.5672
"		1617							",https://boardgamegeek.com/boardgame/39242/black-friday,39242,Black Friday,2,5,55,55,55,2010,6.62746,6.11537,1128,//cf.geekdo-images.com/images/pic1188054.jpg,12,"Betting/Wagering, Commodity Speculation, Simulation, Stock Holding",1393,Economic,Friedemann Friese,2.8152
"		1618							",https://boardgamegeek.com/boardgame/135243/triassic-terror,135243,Triassic Terror,2,6,120,90,120,2013,7.06281,6.1143,587,//cf.geekdo-images.com/images/pic1526759.jpg,14,"Area Control / Area Influence, Card Drafting",1046,"Animals, Prehistoric, Territory Building",Peter Hawes,2.7843
"		1619							",https://boardgamegeek.com/boardgame/19996/nacht-der-magier,19996,Nacht der Magier,2,4,20,10,20,2005,6.68198,6.11156,1002,//cf.geekdo-images.com/images/pic152925.jpg,5,none,1360,"Action / Dexterity, Children's Game, Fantasy","Kirsten Becker, Jens-Peter Schliemann",1.1204
"		1620							",https://boardgamegeek.com/boardgame/107190/flash-duel-second-edition,107190,Flash Duel: Second Edition,1,5,5,5,5,2011,6.96689,6.11071,713,//cf.geekdo-images.com/images/pic1088491.jpg,0,"Hand Management, Partnerships, Variable Player Powers",1037,"Card Game, Fantasy, Fighting",David Sirlin,1.6071
"		1621							",https://boardgamegeek.com/boardgame/153318/dimension,153318,Dimension,1,4,30,30,30,2014,6.86532,6.11431,742,//cf.geekdo-images.com/images/pic2606156.jpg,8,Pattern Building,1127,"Puzzle, Real-time",Lauge Luchau,1.3871
"		1622							",https://boardgamegeek.com/boardgame/108722/dreadfleet,108722,Dreadfleet,2,10,60,60,60,2011,7.00811,6.11147,746,//cf.geekdo-images.com/images/pic1209348.jpg,12,Dice Rolling,2856,"Fantasy, Fighting, Miniatures, Nautical, Pirates, Wargame",Phil Kelly,2.9231
"		1623							",https://boardgamegeek.com/boardgame/40831/pillars-earth-builders-duel,40831,The Pillars of the Earth: Builders Duel,2,2,45,45,45,2009,6.60401,6.11267,1166,//cf.geekdo-images.com/images/pic612391.jpg,10,"Auction/Bidding, Card Drafting",2127,"Card Game, Economic, Medieval, Novel-based",Stefan Feld,2.1789
"		1624							",https://boardgamegeek.com/boardgame/99875/martian-dice,99875,Martian Dice,2,99,10,10,10,2011,6.36578,6.11036,2436,//cf.geekdo-images.com/images/pic1516575.jpg,8,"Dice Rolling, Press Your Luck, Set Collection",4199,"Dice, Humor, Party Game, Science Fiction",Scott Almes,1.0782
"		1625							",https://boardgamegeek.com/boardgame/13883/jenseits-von-theben,13883,Jenseits von Theben,2,4,75,75,75,2004,7.19121,6.11059,523,//cf.geekdo-images.com/images/pic98697.jpg,10,Time Track,453,"Exploration, Travel",Peter Prinz,2.4375
"		1626							",https://boardgamegeek.com/boardgame/132544/tesla-vs-edison-war-currents,132544,Tesla vs. Edison: War of Currents,2,5,90,90,90,2015,6.78664,6.11035,873,//cf.geekdo-images.com/images/pic2555214.jpg,14,"Action Point Allowance System, Commodity Speculation, Hand Management, Route/Network Building, Stock Holding, Variable Player Powers",2198,"Bluffing, Card Game, Economic, Educational, Industry / Manufacturing",Dirk Knemeyer,3.2442
"		1627							",https://boardgamegeek.com/boardgame/31722/steam-over-holland,31722,Steam over Holland,2,5,180,180,180,2007,7.3485,6.109,440,//cf.geekdo-images.com/images/pic245670.jpg,0,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",471,"Economic, Trains",Bart Van Dijk,3.8
"		1628							",https://boardgamegeek.com/boardgame/33003/caucasus-campaign,33003,The Caucasus Campaign,2,2,360,360,360,2009,7.66111,6.10914,368,//cf.geekdo-images.com/images/pic581710.jpg,0,"Dice Rolling, Hex-and-Counter",941,"Wargame, World War II",Mark Simonitch,2.9516
"		1629							",https://boardgamegeek.com/boardgame/191894/imagine,191894,Imagine,3,8,30,30,30,2015,7.12396,6.11867,594,//cf.geekdo-images.com/images/pic3061260.jpg,12,"Acting, Partnerships",1059,Party Game,"?? ?? (Shingo Fujita), Shotaro Nakashima, ???? (Motoyuki Ohki), Hiromi Oikawa",1.1111
"		1630							",https://boardgamegeek.com/boardgame/1425/raid-st-nazaire,1425,Raid on St. Nazaire,1,1,180,180,180,1987,7.06545,6.1062,655,//cf.geekdo-images.com/images/pic19850.jpg,12,Point to Point Movement,1602,"Wargame, World War II","Robert G. Markham, Mark Seaman",2.9881
"		1631							",https://boardgamegeek.com/boardgame/163640/eminent-domain-microcosm,163640,Eminent Domain: Microcosm,2,2,15,15,15,2014,6.63691,6.11165,1055,//cf.geekdo-images.com/images/pic2521236.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",3213,"Card Game, Civilization, Print & Play, Science Fiction, Space Exploration",Seth Jaffee,1.9
"		1632							",https://boardgamegeek.com/boardgame/41569/great-fire-london-1666,41569,The Great Fire of London 1666,3,6,120,80,120,2010,6.54858,6.10704,1255,//cf.geekdo-images.com/images/pic1354110.jpg,12,"Action Point Allowance System, Area Movement, Simulation",1936,Renaissance,Richard Denning,2.5289
"		1633							",https://boardgamegeek.com/boardgame/141791/pinata,141791,Piñata,2,2,30,30,30,2013,6.90546,6.10646,690,//cf.geekdo-images.com/images/pic1473624.jpg,13,"Hand Management, Set Collection",1224,Card Game,Stephen Glenn,1.5
"		1634							",https://boardgamegeek.com/boardgame/166317/time-soccer,166317,Time of Soccer,1,4,120,120,120,2014,7.76584,6.10911,346,//cf.geekdo-images.com/images/pic2420740.jpg,12,"Dice Rolling, Set Collection, Simulation",477,"Economic, Sports",Lipschitzz,3.1765
"		1635							",https://boardgamegeek.com/boardgame/84465/ottoman-sunset,84465,Ottoman Sunset,1,1,30,30,30,2010,7.40808,6.10729,456,//cf.geekdo-images.com/images/pic1715324.jpg,13,"Action Point Allowance System, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",951,"Wargame, World War I",Darin A. Leviloff,1.9692
"		1636							",https://boardgamegeek.com/boardgame/5942/mystery-rummy-al-capone-and-chicago-underworld,5942,Mystery Rummy: Al Capone and the Chicago Underworld,2,4,40,20,40,2003,6.89489,6.10518,720,//cf.geekdo-images.com/images/pic55926.jpg,8,Set Collection,1306,"Card Game, Mafia","Mike Fitzgerald, Nick Sauer",1.5795
"		1637							",https://boardgamegeek.com/boardgame/142296/funemployed,142296,Funemployed!,3,20,30,30,30,2014,7.07456,6.11131,629,//cf.geekdo-images.com/images/pic3288783.jpg,13,"Acting, Card Drafting, Role Playing, Storytelling",1290,"Card Game, Educational, Humor, Party Game, Word Game",Anthony Conta,1.1739
"		1638							",https://boardgamegeek.com/boardgame/180771/teenage-mutant-ninja-turtles-shadows-past,180771,Teenage Mutant Ninja Turtles: Shadows of the Past,2,5,90,60,90,2016,8.00985,6.12532,391,//cf.geekdo-images.com/images/pic2948022.jpg,14,"Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers",1380,"Comic Book / Strip, Fighting, Miniatures",Kevin Wilson,2.7857
"		1639							",https://boardgamegeek.com/boardgame/191972/dynasties-heirate-herrsche,191972,Dynasties: Heirate & Herrsche,3,5,90,60,90,2016,7.23357,6.11354,498,//cf.geekdo-images.com/images/pic2987744.png,12,"Area Control / Area Influence, Partnerships, Trading",532,Renaissance,Matthias Cramer,3
"		1640							",https://boardgamegeek.com/boardgame/12681/neuland,12681,Neuland,2,4,100,100,100,2004,6.52881,6.10353,1275,//cf.geekdo-images.com/images/pic299414.jpg,12,"Action Point Allowance System, Tile Placement, Time Track, Worker Placement",2022,"Civilization, Economic","Peter Eggert, Tobias Stapelfeldt",3.6853
"		1641							",https://boardgamegeek.com/boardgame/68228/railways-world-card-game,68228,Railways of the World: The Card Game,2,4,60,30,60,2010,6.7687,6.1034,825,//cf.geekdo-images.com/images/pic685557.jpg,8,"Card Drafting, Pick-up and Deliver, Set Collection",1258,"Card Game, Trains","James Eastham, Steve Ellis (II)",2.2069
"		1642							",https://boardgamegeek.com/boardgame/9364/doppelkopf,9364,Doppelkopf,3,6,120,120,120,1895,7.39214,6.10492,463,//cf.geekdo-images.com/images/pic210953.jpg,7,"Auction/Bidding, Partnerships, Trick-taking",541,Card Game,(Uncredited),2.86
"		1643							",https://boardgamegeek.com/boardgame/4616/arimaa,4616,Arimaa,2,2,60,60,60,2002,7.31346,6.10092,541,//cf.geekdo-images.com/images/pic447982.jpg,10,Grid Movement,834,"Abstract Strategy, Animals, Fighting, Racing","Aamir Syed, Omar Syed",3.5763
"		1644							",https://boardgamegeek.com/boardgame/122889/dominare,122889,Dominare,2,6,120,120,120,2012,6.89519,6.10431,701,//cf.geekdo-images.com/images/pic1352661.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Card Drafting, Hand Management",1221,"Economic, Fantasy, Political, Renaissance, Territory Building",jim pinto,3.4375
"		1645							",https://boardgamegeek.com/boardgame/84772/sun-sea-sand,84772,"Sun, Sea & Sand",2,5,60,60,60,2010,6.9674,6.10438,626,//cf.geekdo-images.com/images/pic892478.jpg,10,"Tile Placement, Time Track, Worker Placement",761,"Economic, Travel",Corné van Moorsel,2.6271
"		1646							",https://boardgamegeek.com/boardgame/4174/lifeboat,4174,Lifeboat,4,6,60,60,60,2002,6.39223,6.10215,2044,//cf.geekdo-images.com/images/pic236080.jpg,13,"Hand Management, Partnerships, Player Elimination, Secret Unit Deployment, Set Collection, Trading, Variable Player Powers",3079,"Bluffing, Card Game, Humor, Nautical, Negotiation, Party Game, Travel",Jeff Siadek,1.6892
"		1647							",https://boardgamegeek.com/boardgame/169/en-garde,169,En Garde,2,2,30,30,30,1993,6.50869,6.10103,1385,//cf.geekdo-images.com/images/pic620883.jpg,8,"Hand Management, Point to Point Movement",1806,"Card Game, Sports",Reiner Knizia,1.4123
"		1648							",https://boardgamegeek.com/boardgame/35350/field-commander-alexander,35350,Field Commander: Alexander,1,1,90,90,90,2009,7.06536,6.10145,602,//cf.geekdo-images.com/images/pic547590.jpg,12,"Area Movement, Dice Rolling",1335,"Ancient, Wargame",Dan Verssen,2.3194
"		1649							",https://boardgamegeek.com/boardgame/4204/tunisia,4204,Tunisia,2,2,360,360,360,1995,7.73519,6.09732,354,//cf.geekdo-images.com/images/pic436515.jpg,16,"Dice Rolling, Hex-and-Counter, Simulation",963,"Wargame, World War II",Dean Essig,4.0725
"		1650							",https://boardgamegeek.com/boardgame/136000/rivet-wars-eastern-front,136000,Rivet Wars: Eastern Front,2,2,30,30,30,2013,7.21529,6.09605,550,//cf.geekdo-images.com/images/pic1528364.jpg,14,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",1646,"Miniatures, Wargame","Bill Podurgiel, Ted Terranova",2.4444
"		1651							",https://boardgamegeek.com/boardgame/265/intrigue,265,Intrigue,3,5,45,45,45,1994,6.36556,6.09645,2160,//cf.geekdo-images.com/images/pic2740783.jpg,12,"Area Control / Area Influence, Auction/Bidding",3092,"Negotiation, Renaissance",Stefan Dorra,1.9587
"		1652							",https://boardgamegeek.com/boardgame/3605/third-world-war,3605,The Third World War,2,2,360,360,360,1984,7.75448,6.09778,366,//cf.geekdo-images.com/images/pic128065.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",777,"Modern Warfare, Wargame",Frank Chadwick,3.46
"		1653							",https://boardgamegeek.com/boardgame/205158/codenames-deep-undercover,205158,Codenames: Deep Undercover,4,8,30,15,30,2016,6.95188,6.09735,697,//cf.geekdo-images.com/images/pic3119534.jpg,18,"Memory, Partnerships, Pattern Recognition, Press Your Luck",2281,"Deduction, Mature / Adult, Party Game, Spies/Secret Agents, Word Game",Vlaada Chvátil,1.5
"		1654							",https://boardgamegeek.com/boardgame/32165/darjeeling,32165,Darjeeling,2,5,60,60,60,2007,6.56781,6.09699,1207,//cf.geekdo-images.com/images/pic255556.jpg,12,"Commodity Speculation, Grid Movement, Modular Board, Set Collection",1271,"Economic, Farming",Günter Burkhardt,2.2194
"		1655							",https://boardgamegeek.com/boardgame/117942/zooloretto-dice-game,117942,Zooloretto: The Dice Game,2,4,15,15,15,2012,6.48773,6.09682,1388,//cf.geekdo-images.com/images/pic1652300.png,7,"Dice Rolling, Set Collection",1727,"Animals, Dice",Michael Schacht,1.2544
"		1656							",https://boardgamegeek.com/boardgame/155708/tiny-epic-defenders,155708,Tiny Epic Defenders,1,4,30,30,30,2015,6.45862,6.09786,1659,//cf.geekdo-images.com/images/pic2044766.jpg,13,"Action Point Allowance System, Area Control / Area Influence, Campaign / Battle Card Driven, Co-operative Play, Variable Player Powers",4617,"Fantasy, Medieval",Scott Almes,1.7816
"		1657							",https://boardgamegeek.com/boardgame/10819/navia-dratp,10819,Navia Dratp,2,2,30,30,30,2004,7.19928,6.09519,529,//cf.geekdo-images.com/images/pic1628164.jpg,8,Grid Movement,932,"Abstract Strategy, Collectible Components, Fantasy",Koichi Yamazaki,2.9091
"		1658							",https://boardgamegeek.com/boardgame/108044/nefarious,108044,Nefarious,2,6,45,30,45,2011,6.45622,6.09661,1634,//cf.geekdo-images.com/images/pic2568631.jpg,8,"Hand Management, Simultaneous Action Selection",1853,"Card Game, Humor, Science Fiction",Donald X. Vaccarino,1.728
"		1659							",https://boardgamegeek.com/boardgame/22551/risk-star-wars-original-trilogy-edition,22551,Risk: Star Wars Original Trilogy Edition,2,5,120,120,120,2006,6.84654,6.09478,850,//cf.geekdo-images.com/images/pic234167.jpg,10,"Area Control / Area Influence, Area Movement, Dice Rolling, Secret Unit Deployment",1817,"Movies / TV / Radio theme, Science Fiction, Wargame","Rob Daviau, Dan Sanfilippo",2.1188
