rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
"		1511							",https://boardgamegeek.com/boardgame/770/loot,770,Loot,2,8,20,20,20,1992,6.30075,6.15376,4749,//cf.geekdo-images.com/images/pic3360346.jpg,10,"Area Control / Area Influence, Hand Management, Partnerships",7972,"Card Game, Nautical, Pirates",Reiner Knizia,1.3913
"		1512							",https://boardgamegeek.com/boardgame/182694/watson-holmes-diaries-221b,182694,Watson & Holmes,2,7,75,45,75,2015,7.50474,6.17235,479,//cf.geekdo-images.com/images/pic3477808.jpg,12,"Auction/Bidding, Memory, Paper-and-Pencil, Player Elimination, Variable Player Powers",936,"Deduction, Murder/Mystery, Novel-based",Jesús Torres Castro,2.45
"		1513							",https://boardgamegeek.com/boardgame/96792/road-canterbury,96792,The Road to Canterbury,2,3,60,60,60,2011,6.90445,6.15409,791,//cf.geekdo-images.com/images/pic965757.jpg,10,"Area Control / Area Influence, Card Drafting, Hand Management, Set Collection",1275,"Humor, Medieval, Religious",Alf Seegert,2.2469
"		1514							",https://boardgamegeek.com/boardgame/129351/cave,129351,The Cave,2,5,60,60,60,2012,6.60682,6.15262,1398,//cf.geekdo-images.com/images/pic1399091.jpg,10,"Action Point Allowance System, Modular Board, Set Collection, Tile Placement",2050,"Environmental, Exploration, Maze, Travel",Adam Ka?u?a,2.5
"		1515							",https://boardgamegeek.com/boardgame/3041/panzergruppe-guderian,3041,Panzergruppe Guderian,2,2,120,120,120,1976,7.24813,6.15315,573,//cf.geekdo-images.com/images/pic187445.jpg,14,"Dice Rolling, Hex-and-Counter",1315,"Wargame, World War II",Jim Dunnigan,2.9383
"		1516							",https://boardgamegeek.com/boardgame/30241/patrician,30241,Patrician,2,5,50,50,50,2007,6.62626,6.15326,1274,//cf.geekdo-images.com/images/pic313778.jpg,10,"Area Control / Area Influence, Hand Management, Set Collection",1600,Medieval,Michael Schacht,1.9176
"		1517							",https://boardgamegeek.com/boardgame/2516/man-o-war,2516,Man O' War,2,4,180,180,180,1993,7.13935,6.15143,671,//cf.geekdo-images.com/images/pic1540285.jpg,12,"Dice Rolling, Variable Phase Order, Variable Player Powers",933,"Fantasy, Miniatures, Nautical, Wargame","Andy Jones, Bill King, Nigel Stillman",2.6613
"		1518							",https://boardgamegeek.com/boardgame/141090/kohle-kolonie,141090,Kohle & Kolonie,3,5,180,180,150,2013,7.47269,6.15072,434,//cf.geekdo-images.com/images/pic2725565.jpg,12,Auction/Bidding,722,"Economic, Industry / Manufacturing","Lin Lutke-Glanemann, Thomas Spitzer",3.8113
"		1519							",https://boardgamegeek.com/boardgame/17393/pax-romana,17393,Pax Romana,2,4,600,600,600,2006,7.31333,6.1504,530,//cf.geekdo-images.com/images/pic246120.jpg,12,"Area Control / Area Influence, Point to Point Movement",1410,"Ancient, Political, Wargame",Richard H. Berg,3.6567
"		1520							",https://boardgamegeek.com/boardgame/156138/happy-pigs,156138,Happy Pigs,2,6,45,30,45,2013,7.0175,6.15003,703,//cf.geekdo-images.com/images/pic2830958.jpg,8,Simultaneous Action Selection,1162,"Animals, Economic, Farming",Kuraki Mura,2.4286
"		1521							",https://boardgamegeek.com/boardgame/19301/mesopotamia,19301,Mesopotamia,2,4,45,45,45,2005,6.55634,6.14645,1472,//cf.geekdo-images.com/images/pic94720.jpg,10,"Action Point Allowance System, Modular Board, Pick-up and Deliver, Point to Point Movement",2007,"Ancient, Civilization",Klaus-Jürgen Wrede,2.4337
"		1522							",https://boardgamegeek.com/boardgame/155463/dc-comics-deck-building-game-forever-evil,155463,DC Comics Deck-Building Game: Forever Evil,2,5,75,45,75,2014,7.26192,6.14621,610,//cf.geekdo-images.com/images/pic2454379.jpg,0,Deck / Pool Building,1682,"Card Game, Comic Book / Strip",Matt Hyra,2.5
"		1523							",https://boardgamegeek.com/boardgame/102104/star-fluxx,102104,Star Fluxx,2,6,10,10,10,2011,6.43044,6.14559,3344,//cf.geekdo-images.com/images/pic1059779.jpg,8,"Hand Management, Set Collection",7536,"Card Game, Science Fiction",Andrew Looney,1.4136
"		1524							",https://boardgamegeek.com/boardgame/11949/shifting-sands,11949,Shifting Sands,2,2,240,240,240,2006,7.29626,6.14527,516,//cf.geekdo-images.com/images/pic937167.jpg,12,"Campaign / Battle Card Driven, Hand Management, Point to Point Movement",980,"Wargame, World War II",Michael Rinella,3.181
"		1525							",https://boardgamegeek.com/boardgame/6068/queens-necklace,6068,Queen's Necklace,2,4,45,30,45,2003,6.45595,6.14395,2045,//cf.geekdo-images.com/images/pic2560679.jpg,8,"Betting/Wagering, Commodity Speculation, Hand Management, Set Collection",2913,"Age of Reason, Bluffing, Card Game, Novel-based","Bruno Cathala, Bruno Faidutti",1.9009
"		1526							",https://boardgamegeek.com/boardgame/692/wizard-kings,692,Wizard Kings,2,7,150,150,150,2000,6.70809,6.14434,1090,//cf.geekdo-images.com/images/pic199522.jpg,12,"Dice Rolling, Hex-and-Counter, Modular Board, Secret Unit Deployment, Variable Player Powers",1833,"Fantasy, Wargame","Tom Dalgliesh, Grant Dalgliesh",2.6711
"		1527							",https://boardgamegeek.com/boardgame/147/crude-oil-game,147,Crude: The Oil Game,2,4,90,90,90,1974,6.77741,6.14701,924,//cf.geekdo-images.com/images/pic1389675.jpg,13,"Commodity Speculation, Dice Rolling, Tile Placement",1606,"Economic, Industry / Manufacturing",James J. St. Laurent,2.7396
"		1528							",https://boardgamegeek.com/boardgame/23604/world-cup-game,23604,The World Cup Game,3,16,180,180,180,2006,7.03513,6.14354,657,//cf.geekdo-images.com/images/pic343070.jpg,10,Tile Placement,497,Sports,Shaun Derrick,1.9804
"		1529							",https://boardgamegeek.com/boardgame/5622/pacific-war,5622,Pacific War,2,2,6000,60,6000,1985,7.51583,6.14486,477,//cf.geekdo-images.com/images/pic128087.jpg,16,"Dice Rolling, Hex-and-Counter, Simulation",1383,"Nautical, Wargame, World War II",Mark Herman,4.5111
"		1530							",https://boardgamegeek.com/boardgame/19854/federation-commander-klingon-border,19854,Federation Commander: Klingon Border,2,8,60,60,60,2005,7.38679,6.14329,517,//cf.geekdo-images.com/images/pic100449.jpg,12,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Simultaneous Action Selection",988,"Movies / TV / Radio theme, Science Fiction, Wargame",Stephen V. Cole,3.36
"		1531							",https://boardgamegeek.com/boardgame/19841/pentago,19841,Pentago,2,2,5,5,5,2005,6.4318,6.14231,2312,//cf.geekdo-images.com/images/pic917351.jpg,8,"Pattern Building, Pattern Recognition",3853,Abstract Strategy,Tomas Flodén,1.9013
"		1532							",https://boardgamegeek.com/boardgame/55253/atlantis,55253,Atlantis,2,4,45,45,45,2009,6.5219,6.14251,1550,//cf.geekdo-images.com/images/pic583097.jpg,10,"Hand Management, Modular Board",1736,Mythology,Leo Colovini,1.8356
"		1533							",https://boardgamegeek.com/boardgame/5620/vietnam-1965-1975,5620,Vietnam 1965-1975,2,2,360,360,360,1984,7.37226,6.14412,549,//cf.geekdo-images.com/images/pic148009.jpg,12,"Hex-and-Counter, Secret Unit Deployment, Simulation",1603,"Modern Warfare, Vietnam War, Wargame",Nick Karp,4.2521
"		1534							",https://boardgamegeek.com/boardgame/27356/portobello-market,27356,Portobello Market,2,4,35,35,35,2007,6.40559,6.14199,2207,//cf.geekdo-images.com/images/pic201947.jpg,8,"Area Control / Area Influence, Area Movement",2688,Abstract Strategy,Thomas Odenhoven,2.0449
"		1535							",https://boardgamegeek.com/boardgame/14083/fire-sky-great-pacific-war-1941-1945,14083,Fire in the Sky: The Great Pacific War 1941-1945,2,2,300,300,300,2005,7.47435,6.14158,454,//cf.geekdo-images.com/images/pic58333.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",1049,"Wargame, World War II",Tetsuya Nakamura,3.1919
"		1536							",https://boardgamegeek.com/boardgame/1111/taboo,1111,Taboo,4,10,20,20,20,1989,6.28011,6.14138,7219,//cf.geekdo-images.com/images/pic1875289.jpg,12,Partnerships,10748,"Party Game, Real-time, Word Game",Brian Hersch,1.2378
"		1537							",https://boardgamegeek.com/boardgame/17484/silent-war,17484,Silent War,1,2,120,120,120,2005,7.37795,6.14287,539,//cf.geekdo-images.com/images/pic1716642.jpg,12,"Chit-Pull System, Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation",1394,"Nautical, Wargame, World War II",Brien J. Miller,3.3884
"		1538							",https://boardgamegeek.com/boardgame/24762/medici-vs-strozzi,24762,Medici vs Strozzi,2,2,30,30,30,2006,6.52869,6.14163,1544,//cf.geekdo-images.com/images/pic431718.jpg,10,"Auction/Bidding, Set Collection",1824,"Economic, Renaissance",Reiner Knizia,2.4485
"		1539							",https://boardgamegeek.com/boardgame/168679/flip-city,168679,Flip City,1,4,50,30,50,2014,6.47081,6.13928,1963,//cf.geekdo-images.com/images/pic2499620.png,8,"Deck / Pool Building, Press Your Luck",3968,"Card Game, City Building",Chih-Fan Chen,1.7342
"		1540							",https://boardgamegeek.com/boardgame/8124/industria,8124,Industria,3,4,60,60,60,2003,6.51365,6.14136,1682,//cf.geekdo-images.com/images/pic90142.jpg,10,"Auction/Bidding, Hand Management",2161,"Economic, Industry / Manufacturing",Michael Schacht,2.6763
"		1541							",https://boardgamegeek.com/boardgame/759/turning-point-stalingrad,759,Turning Point: Stalingrad,2,2,180,180,180,1989,7.19053,6.13973,607,//cf.geekdo-images.com/images/pic290588.jpg,12,Area-Impulse,1429,"Wargame, World War II",Don Greenwood,3.3366
"		1542							",https://boardgamegeek.com/boardgame/1770/aliens,1770,Aliens,1,9,90,90,90,1989,7.22155,6.13921,639,//cf.geekdo-images.com/images/pic7852.jpg,10,"Co-operative Play, Dice Rolling, Variable Player Powers",815,"Fighting, Horror, Movies / TV / Radio theme, Science Fiction","David McKenzie, Barry Nakazono",2.2344
"		1543							",https://boardgamegeek.com/boardgame/132428/bioshock-infinite-siege-columbia,132428,BioShock Infinite: The Siege of Columbia,2,4,60,60,60,2013,7.00337,6.14132,722,//cf.geekdo-images.com/images/pic1616044.jpg,13,"Area Control / Area Influence, Area Movement, Betting/Wagering, Dice Rolling, Hand Management, Partnerships, Variable Player Powers",2291,"Fighting, Miniatures, Video Game Theme",Isaac Vega,2.8667
"		1544							",https://boardgamegeek.com/boardgame/520/axis-allies-europe,520,Axis & Allies: Europe,2,4,210,210,210,1999,6.51172,6.13833,2232,//cf.geekdo-images.com/images/pic87713.jpg,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Partnerships",3602,"Wargame, World War II","Larry Harris, Jr.",2.8419
"		1545							",https://boardgamegeek.com/boardgame/90870/pelican-cove,90870,Pelican Cove,1,5,30,30,30,2011,6.76476,6.13894,908,//cf.geekdo-images.com/images/pic1627614.jpg,8,Pattern Recognition,1061,"Puzzle, Real-time",Lauge Luchau,1.7833
"		1546							",https://boardgamegeek.com/boardgame/433/shark,433,Shark,2,6,90,90,90,1987,6.66147,6.13973,1163,//cf.geekdo-images.com/images/pic72190.jpg,12,"Commodity Speculation, Dice Rolling, Stock Holding",1627,Economic,H. Jean Vanaise,2.2245
"		1547							",https://boardgamegeek.com/boardgame/6866/mus,6866,Mus,4,4,10,10,10,1745,7.85708,6.1382,364,//cf.geekdo-images.com/images/pic123069.jpg,7,"Betting/Wagering, Partnerships",355,Card Game,(Uncredited),2.2222
"		1548							",https://boardgamegeek.com/boardgame/37301/decktet,37301,Decktet,0,0,30,30,30,2008,7.52853,6.13737,416,//cf.geekdo-images.com/images/pic353574.jpg,0,none,1285,"Card Game, Game System, Print & Play",P. D. Magnus,1.9655
"		1549							",https://boardgamegeek.com/boardgame/34615/new-world-carcassonne-game,34615,New World: A Carcassonne Game,2,5,45,45,45,2008,6.46722,6.13707,1882,//cf.geekdo-images.com/images/pic303773.jpg,8,"Area Control / Area Influence, Tile Placement",3018,"City Building, Exploration",Klaus-Jürgen Wrede,2.0621
"		1550							",https://boardgamegeek.com/boardgame/154906/isle-trains,154906,Isle of Trains,2,4,45,45,45,2014,6.95176,6.13964,722,//cf.geekdo-images.com/images/pic1951594.jpg,13,"Hand Management, Set Collection",1783,"Card Game, Trains, Transportation","Seth Jaffee, Dan Keltner",2
"		1551							",https://boardgamegeek.com/boardgame/204836/escape-room-game,204836,Escape Room: The Game,3,5,60,60,60,2016,7.51359,6.15941,473,//cf.geekdo-images.com/images/pic3117400.png,16,Co-operative Play,1255,"Electronic, Puzzle, Real-time",none,2.2857
"		1552							",https://boardgamegeek.com/boardgame/8924/dancing-eggs,8924,Dancing Eggs,2,4,10,10,10,2003,6.48617,6.13711,1702,//cf.geekdo-images.com/images/pic156510.jpg,5,Dice Rolling,2785,"Action / Dexterity, Children's Game, Dice, Humor, Party Game",Roberto Fraga,1.0516
"		1553							",https://boardgamegeek.com/boardgame/122/quo-vadis,122,Quo Vadis?,3,5,45,45,45,1992,6.44257,6.1373,1909,//cf.geekdo-images.com/images/pic199582.jpg,12,"Point to Point Movement, Trading, Voting",2532,"Ancient, Negotiation, Political",Reiner Knizia,2.0725
"		1554							",https://boardgamegeek.com/boardgame/4688/angola,4688,Angola,2,4,480,480,480,1988,7.97975,6.13811,326,//cf.geekdo-images.com/images/pic1149254.jpg,0,"Area Control / Area Influence, Campaign / Battle Card Driven, Partnerships, Secret Unit Deployment",721,"Civil War, Modern Warfare, Wargame",Phil Kendall,3.1
"		1555							",https://boardgamegeek.com/boardgame/173156/timeline-challenge,173156,Timeline Challenge,2,10,30,30,30,2015,7.15644,6.13489,584,//cf.geekdo-images.com/images/pic2815954.jpg,10,"Betting/Wagering, Simultaneous Action Selection",1198,"Card Game, Educational, Trivia","Cyril Demaegd, Frédéric Henry",1.3158
"		1556							",https://boardgamegeek.com/boardgame/140519/myth,140519,Myth,2,5,120,120,120,2014,6.79116,6.13515,1311,//cf.geekdo-images.com/images/pic1721040.jpg,12,"Co-operative Play, Dice Rolling, Grid Movement, Hand Management, Variable Phase Order, Variable Player Powers",3139,"Adventure, Fantasy, Miniatures","Brian Shotton, Kenny Sims",3.8425
"		1557							",https://boardgamegeek.com/boardgame/78954/mousquetaires-du-roy,78954,Mousquetaires du Roy,1,5,75,75,75,2010,6.94191,6.13297,726,//cf.geekdo-images.com/images/pic1286586.jpg,12,"Co-operative Play, Dice Rolling, Partnerships",1475,"Adventure, Novel-based, Renaissance","François Combe, Gilles Lehmann",2.9143
"		1558							",https://boardgamegeek.com/boardgame/18500/sator-arepo-tenet-opera-rotas,18500,Sator Arepo Tenet Opera Rotas,2,4,60,60,60,2008,6.91056,6.13349,750,//cf.geekdo-images.com/images/pic370329.jpg,8,"Action Point Allowance System, Modular Board, Tile Placement",890,"Fantasy, Maze, Racing","Enrico Pesce, Federica Rinaldi",2.4026
"		1559							",https://boardgamegeek.com/boardgame/159503/captain-dead,159503,The Captain Is Dead,1,7,90,90,90,2014,7.39307,6.13709,535,//cf.geekdo-images.com/images/pic3279087.jpg,12,"Action Point Allowance System, Co-operative Play, Variable Player Powers",904,Science Fiction,"Joe Price, JT Smith",2.425
"		1560							",https://boardgamegeek.com/boardgame/38548/fast-flowing-forest-fellers,38548,Fast Flowing Forest Fellers,2,5,30,30,30,2008,6.53334,6.13237,1418,//cf.geekdo-images.com/images/pic410627.jpg,8,"Hand Management, Modular Board, Point to Point Movement",1620,"Racing, Sports",Friedemann Friese,1.5333
"		1561							",https://boardgamegeek.com/boardgame/36367/dust-tactics,36367,Dust Tactics,2,4,30,30,30,2010,7.22866,6.13454,650,//cf.geekdo-images.com/images/pic844792.jpg,0,"Action Point Allowance System, Dice Rolling, Modular Board",1242,"Miniatures, Science Fiction, World War II","Paolo Parente, Olivier Zamfirescu",2.94
"		1562							",https://boardgamegeek.com/boardgame/172547/queens-architect,172547,Queen's Architect,2,4,60,60,60,2015,6.97632,6.13371,694,//cf.geekdo-images.com/images/pic2448516.jpg,10,"Point to Point Movement, Set Collection, Worker Placement",1339,Medieval,Volker Schächtele,2.7447
"		1563							",https://boardgamegeek.com/boardgame/714/talisman,714,Talisman,2,6,240,240,240,1983,6.40444,6.12974,4292,//cf.geekdo-images.com/images/pic818904.jpg,9,"Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers",5246,"Adventure, Exploration, Fantasy, Fighting",Robert Harris,2.1835
"		1564							",https://boardgamegeek.com/boardgame/987/kingmaker,987,Kingmaker,2,7,240,240,240,1974,6.45054,6.13067,2499,//cf.geekdo-images.com/images/pic1514020.jpg,12,"Area Movement, Voting",4550,"Medieval, Political, Renaissance, Wargame",Andrew McNeil,3.0738
"		1565							",https://boardgamegeek.com/boardgame/5205/gev,5205,G.E.V.,2,2,75,75,75,1978,6.93292,6.1322,768,//cf.geekdo-images.com/images/pic69390.jpg,12,Hex-and-Counter,1488,"Fighting, Science Fiction, Wargame",Steve Jackson (I),2.2653
"		1566							",https://boardgamegeek.com/boardgame/3409/napoleonic-wars,3409,The Napoleonic Wars,2,5,240,240,240,2002,7.02282,6.13021,702,//cf.geekdo-images.com/images/pic33004.jpg,12,Campaign / Battle Card Driven,988,"Napoleonic, Wargame","Don Greenwood, Ben Knight, Mark McLaughlin",3.4608
"		1567							",https://boardgamegeek.com/boardgame/149776/fireteam-zero,149776,Fireteam Zero,1,4,90,90,90,2015,7.75394,6.1407,434,//cf.geekdo-images.com/images/pic2208055.jpg,14,"Co-operative Play, Deck / Pool Building, Dice Rolling, Storytelling, Variable Player Powers",1005,"Adventure, Fantasy, Fighting, Horror, Miniatures, World War II","Mike Langlois, Christian Leonhard",2.6154
"		1568							",https://boardgamegeek.com/boardgame/35342/hold-line,35342,Hold the Line,2,2,60,60,60,2008,7.38834,6.12848,465,//cf.geekdo-images.com/images/pic315672.jpg,0,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Modular Board",861,"Age of Reason, American Revolutionary War, Wargame","Matt Burchfield, Grant Wylie, Mike Wylie",1.8315
"		1569							",https://boardgamegeek.com/boardgame/19679/hordes,19679,Hordes,2,8,60,60,60,2006,7.59909,6.12656,435,//cf.geekdo-images.com/images/pic125417.jpg,12,Variable Player Powers,657,"Book, Fantasy, Miniatures","Mike McVey, Brian Snoddy, Matt Wilson",3.2833
"		1570							",https://boardgamegeek.com/boardgame/63091/space-hulk-second-edition,63091,Space Hulk (second edition),2,2,90,90,90,1996,7.49619,6.1285,457,//cf.geekdo-images.com/images/pic1411447.jpg,10,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",759,"Fighting, Miniatures, Science Fiction","Dean Bass, Andy Chambers, Chris Colston, Richard Halliwell, Jervis Johnson, Andy Jones, Paul Murphy",2.6452
"		1571							",https://boardgamegeek.com/boardgame/135281/serenissima-second-edition,135281,Serenissima (second edition),2,4,90,90,90,2012,7.03657,6.12744,650,//cf.geekdo-images.com/images/pic1344580.jpg,13,"Area Control / Area Influence, Area Movement, Dice Rolling, Partnerships, Pick-up and Deliver, Trading",1258,"Economic, Nautical, Renaissance",Dominique Ehrhard,2.9216
"		1572							",https://boardgamegeek.com/boardgame/58/kings-things,58,Kings & Things,2,4,120,120,120,1986,6.53973,6.12676,1473,//cf.geekdo-images.com/images/pic638820.jpg,12,"Area Control / Area Influence, Area Movement, Modular Board, Secret Unit Deployment",2948,"Bluffing, Exploration, Fantasy, Territory Building, Wargame","Doug Kaufman, Robert J. Kuntz, Tom Wham",2.6561
"		1573							",https://boardgamegeek.com/boardgame/8107/risk-lord-rings-trilogy-edition,8107,Risk: The Lord of the Rings Trilogy Edition,2,4,180,180,180,2003,6.46884,6.12793,2661,//cf.geekdo-images.com/images/pic33404.jpg,9,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling",5430,"Adventure, Fantasy, Movies / TV / Radio theme, Novel-based, Wargame","Stephen Baker, Barry Yearsley",2.3423
"		1574							",https://boardgamegeek.com/boardgame/37231/comuni,37231,Comuni,2,5,90,90,90,2008,6.72839,6.12711,963,//cf.geekdo-images.com/images/pic387531.jpg,12,"Auction/Bidding, Card Drafting, Partnerships, Set Collection",1091,"City Building, Medieval","Acchittocca, Virginio Gigli",3.304
"		1575							",https://boardgamegeek.com/boardgame/180564/carcassonne-star-wars,180564,Carcassonne: Star Wars,2,5,35,35,35,2015,6.88196,6.13675,813,//cf.geekdo-images.com/images/pic2602614.jpg,7,"Dice Rolling, Tile Placement",1830,"Movies / TV / Radio theme, Science Fiction",Klaus-Jürgen Wrede,1.7586
"		1576							",https://boardgamegeek.com/boardgame/162009/us-civil-war,162009,The U.S. Civil War,2,2,360,150,360,2015,8.43503,6.12763,300,//cf.geekdo-images.com/images/pic2641714.jpg,0,"Hex-and-Counter, Simulation",1336,"American Civil War, Wargame",Mark Simonitch,3.7442
"		1577							",https://boardgamegeek.com/boardgame/3267/pizarro-co,3267,Pizarro & Co.,3,6,45,45,45,2002,6.56775,6.1256,1270,//cf.geekdo-images.com/images/pic1515425.jpg,12,Auction/Bidding,1754,"Exploration, Renaissance",Thomas Lehmann,2.4526
"		1578							",https://boardgamegeek.com/boardgame/3234/dschunke,3234,Dschunke,3,4,60,45,60,2002,6.69926,6.12613,1002,//cf.geekdo-images.com/images/pic320381.jpg,10,Auction/Bidding,1419,Economic,Michael Schacht,2.5385
"		1579							",https://boardgamegeek.com/boardgame/7866/10-days-usa,7866,10 Days in the USA,2,4,30,30,30,2003,6.46671,6.12445,1718,//cf.geekdo-images.com/images/pic1229647.jpg,10,"Hand Management, Route/Network Building, Tile Placement",2213,Travel,"Alan R. Moon, Aaron Weissblum",1.4118
"		1580							",https://boardgamegeek.com/boardgame/62871/zombie-dice,62871,Zombie Dice,2,99,20,10,20,2010,6.23852,6.12425,11683,//cf.geekdo-images.com/images/pic2664015.jpg,10,"Dice Rolling, Press Your Luck",21357,"Dice, Horror, Humor, Party Game, Zombies",Steve Jackson (I),1.1106
"		1581							",https://boardgamegeek.com/boardgame/22398/10-days-asia,22398,10 Days in Asia,2,4,25,25,25,2007,6.68349,6.12438,1021,//cf.geekdo-images.com/images/pic1229653.jpg,10,"Hand Management, Route/Network Building, Tile Placement",1215,"Aviation / Flight, Travel","Alan R. Moon, Aaron Weissblum",1.4369
"		1582							",https://boardgamegeek.com/boardgame/173200/epic-spell-wars-battle-wizards-rumble-castle-tenta,173200,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,2,6,45,30,45,2015,6.91859,6.12129,850,//cf.geekdo-images.com/images/pic2453925.jpg,15,"Dice Rolling, Hand Management, Take That",2361,"Fantasy, Fighting, Humor",none,1.625
"		1583							",https://boardgamegeek.com/boardgame/38872/jet-set,38872,Jet Set,2,6,120,90,120,2008,6.78495,6.12298,855,//cf.geekdo-images.com/images/pic381737.jpg,12,"Card Drafting, Point to Point Movement, Route/Network Building",969,"Aviation / Flight, Economic, Transportation, Travel",Kris Gould,2.5778
"		1584							",https://boardgamegeek.com/boardgame/3348/santa-fe-rails,3348,Santa Fe Rails,2,5,60,60,60,2001,6.82197,6.12278,805,//cf.geekdo-images.com/images/pic77590.jpg,12,"Card Drafting, Route/Network Building, Simultaneous Action Selection, Stock Holding",915,Trains,Alan R. Moon,2.5052
"		1585							",https://boardgamegeek.com/boardgame/130877/blood-bound,130877,Blood Bound,6,12,30,30,30,2013,6.74015,6.12386,1009,//cf.geekdo-images.com/images/pic1736354.jpg,14,"Partnerships, Role Playing, Variable Player Powers",1365,"Bluffing, Deduction, Fantasy, Horror, Negotiation, Party Game",Kalle Krenzer,1.7059
"		1586							",https://boardgamegeek.com/boardgame/93538/battleship-galaxies,93538,Battleship Galaxies,2,4,70,70,70,2011,6.6682,6.12255,1110,//cf.geekdo-images.com/images/pic1692484.jpg,13,"Action Point Allowance System, Area Movement, Dice Rolling",2338,"Miniatures, Science Fiction, Wargame","Colby Dauch, Dustin DePenning, Jerry Hawthorne, Craig Van Ness",2.3918
"		1587							",https://boardgamegeek.com/boardgame/205507/key-city-london,205507,Key to the City ? London,2,6,120,90,120,2016,7.27401,6.13781,508,//cf.geekdo-images.com/images/pic3145313.jpg,14,"Auction/Bidding, Modular Board, Set Collection, Tile Placement, Worker Placement",1194,"City Building, Economic, Territory Building","Sebastian Bleasdale, Richard Breese",2.6364
"		1588							",https://boardgamegeek.com/boardgame/11945/linq,11945,Linq,4,8,45,45,45,2004,6.88652,6.12184,738,//cf.geekdo-images.com/images/pic1043551.jpg,10,"Partnerships, Pattern Recognition, Voting",1213,"Party Game, Spies/Secret Agents, Word Game","Andrea Meyer, Erik Nielsen",1.4348
"		1589							",https://boardgamegeek.com/boardgame/142854/infection-humanitys-last-gasp,142854,Infection: Humanity's Last Gasp,1,1,45,45,45,2013,7.4169,6.12174,445,//cf.geekdo-images.com/images/pic1666140.jpg,13,Dice Rolling,816,"Medical, Puzzle",John Gibson,2.075
"		1590							",https://boardgamegeek.com/boardgame/3967/battlefleet-gothic,3967,Battlefleet Gothic,2,4,180,180,180,1999,6.92083,6.11992,829,//cf.geekdo-images.com/images/pic1571650.jpg,12,"Area Movement, Variable Player Powers",1172,"Miniatures, Science Fiction",Andy Chambers,2.9065
"		1591							",https://boardgamegeek.com/boardgame/1265/mystery-rummy-jekyll-hyde,1265,Mystery Rummy: Jekyll & Hyde,2,2,45,45,45,2001,6.63356,6.11975,1139,//cf.geekdo-images.com/images/pic140031.jpg,10,"Hand Management, Set Collection",2102,"Card Game, Murder/Mystery",Mike Fitzgerald,1.5268
"		1592							",https://boardgamegeek.com/boardgame/118610/santa-cruz,118610,Santa Cruz,2,4,45,45,45,2012,6.72005,6.11969,929,//cf.geekdo-images.com/images/pic1241342.jpg,8,"Hand Management, Point to Point Movement",1182,"Exploration, Transportation",Marcel-André Casasola Merkle,2.2
"		1593							",https://boardgamegeek.com/boardgame/299/de-bellis-antiquitatis,299,De Bellis Antiquitatis,2,6,60,60,60,1990,7.1553,6.11959,560,//cf.geekdo-images.com/images/pic2303637.jpg,14,"Action Point Allowance System, Dice Rolling, Modular Board",847,"Ancient, Book, Medieval, Miniatures, Wargame","Philip C. Barker, Sue Laflin Barker, Richard Bodley Scott",2.8333
"		1594							",https://boardgamegeek.com/boardgame/143175/kashgar-handler-der-seidenstrasse,143175,Kashgar: Händler der Seidenstraße,2,4,45,45,45,2013,7.03004,6.12195,606,//cf.geekdo-images.com/images/pic1707560.jpg,12,Deck / Pool Building,768,"Card Game, Economic",Gerhard Hecht,2.3243
"		1595							",https://boardgamegeek.com/boardgame/183571/deep-space-d-6,183571,Deep Space D-6,1,1,30,25,30,2015,7.49563,6.12518,469,//cf.geekdo-images.com/images/pic2937444.jpg,0,"Dice Rolling, Worker Placement",1164,"Print & Play, Science Fiction",Tony Go,1.55
"		1596							",https://boardgamegeek.com/boardgame/189052/sea-clouds,189052,Sea of Clouds,2,4,45,45,45,2016,7.01417,6.12062,684,//cf.geekdo-images.com/images/pic2832494.jpg,10,"Card Drafting, Press Your Luck, Set Collection",1334,"Card Game, Pirates",Théo Rivière,1.6667
"		1597							",https://boardgamegeek.com/boardgame/130882/cardline-animals,130882,Cardline: Animals,2,8,15,15,15,2012,6.65189,6.11933,1083,//cf.geekdo-images.com/images/pic1714093.png,7,none,1927,"Animals, Card Game, Educational",Frédéric Henry,1.1765
"		1598							",https://boardgamegeek.com/boardgame/14808/marvel-heroes,14808,Marvel Heroes,2,4,120,120,120,2006,6.40837,6.11847,2254,//cf.geekdo-images.com/images/pic150626.jpg,12,"Action Point Allowance System, Dice Rolling, Hand Management, Point to Point Movement, Set Collection, Variable Player Powers",2999,"Comic Book / Strip, Fighting, Miniatures","Roberto Di Meglio, Marco Maggi, Francesco Nepitello, Salvatore Pierucci",3.0748
