fips,median_income,median_income_white,median_income_black,median_income_nativeamerican,median_income_asian,median_income_hispanic
28131,45025,50741,32097,,,
28133,27384,48000,23418,,,
28135,29731,40991,25030,,,
28137,42880,53820,2800041230,,,
28139,35609,37852,24429,,,
28141,35143,35861,19018,,223500,45110
28143,31211,44634,28416,,,
28145,35865,39277,2556028101,,,
28147,31384,45658,19375,,,
28149,41121,57122,27481,,29459,
28151,29144,47690,22243,2499,52361,
28153,32557,44435,19912,,,
28155,34448,43293,13239,,,
28157,29931,42143,21729,,,
28159,33202,44525,22827,48750,,31875
28161,36502,40300,31236,,,
28163,28961,42654,19796,,69500,13281
30001,41512,41149,,28875,48472,35556
30003,41622,49451,,32231,,42688
30005,36744,43750,,26364,,60500
30007,50115,49816,,,,
30009,49767,49520,,53333,60536,
30011,45000,45000,,,,
30013,45205,46409,53194,19556,49438,37448
30015,38521,42283,,20078,101250,
30017,48750,50087,,,,
30019,49239,49457,,,,
30021,52738,55830,,31318,,16469
30023,39399,39151,,40536,,
30025,53266,53548,,,,
30027,40881,41594,2499,,,
30029,47851,48161,80284,34390,,44219
30031,55553,56415,,31548,57308,37500
30033,39732,42083,,,,
30035,29640,40585,,25000,32031,
30037,40938,41250,,,,
30039,48512,48214,,,,
30041,44633,48011,,34474,,
30043,60842,61068,82833,,,
30045,44602,44943,,,,
30047,38732,40828,,31419,,38346
30049,56197,57445,51736,30326,55083,31607
30051,47768,47768,,,,
30053,35275,35022,,13646,,41250
30055,40750,40750,,,,
30057,46250,46552,,,,
30059,41641,42083,,40313,,
30061,36031,3590645750,,,,
30063,46164,47284,21406,31417,50425,32557
30065,39517,39929,95875,,,
30067,43932,44585,46000,,,
30069,43750,43750,,,,
30071,36071,34603,,39479,,32961
30073,42264,46944,,25893,107917,
30075,46346,44722,,71250,,81250
30077,40000,40288,,,,
30079,42383,44688,,,,
30081,39480,39869,,17059,,42500
30083,65084,65560,,72321,,48382
30085,32974,50387,,22018,124375,
30087,51159,60208,,26121,,55391
30089,32257,32350,,21875,,
30091,50664,54511,,9375,,
30093,37749,37301,,45840,,36076
30095,58259,57737,70273,,,
30097,50588,50221,31667,,,
30099,46360,47442,,23382,,34792
30101,44804,45868,,,,
30103,41103,41765,23906,,,
30105,49141,50913,,40076,,26379
30107,32723,32656,37500,,,
30109,38553,38553,,,,
30111,52802,54237,27996,31414,71225,32251
37001,41814,46497,31451,22167,60982,31018
37003,39365,39393,44750,,63750,34338
37005,36968,38681,,53276,,18059
37007,33228,43388,25400,,32000,29211
37009,36267,36623,1375021836,,,
37011,37777,38525,20139,,,
37013,40391,46998,2517626533,,,
37015,30027,44634,24440,60500,45625,30880
37017,30096,40610,21756,22566,,13520
37019,46859,49770,29439,26940,71154,41891
37021,45167,46805,26065,59263,51780,26533
37023,39360,41010,26906,55096,44107,21283
37025,54720,59540,41394,53250,112269,38015
37027,35763,36386,20147,41250,66429,28806
37029,58780,61602,50125,,34886,
37031,48457,50119,24883,53125,58333,30721
37033,37869,40880,3148322228,,,
37035,44376,47561,27516,60769,47188,27429
37037,56642,61378,2967331062,,,
37039,34662,34692,12989,21528,48684,
37041,38759,48095,20970,,,
37043,37076,37388,24637,,,
37045,39453,43965,24832,,105598,40729
37047,34949,41415,23478,39103,,31616
37049,47985,54139,30249,38730,39189,38498
37051,44171,50065,36925,34352,48420,38158
37053,60600,61576,55625,56373,,26900
37055,54496,55418,33500,28199,,38369
37057,43363,45868,30735,48750,78474,36238
37059,51527,53615,3594553086,,,
37061,35035,41124,25208,,48669,29642
37063,52503,63510,39332,43942,61706,39025
37065,32659,40699,2842127413,,,
37067,45471,53046,29527,29911,72790,28590
37069,42685,50847,27624,39175,,35335
37071,42429,45474,31668,37829,73929,30537
37073,49258,51986,3918035670,,,
37075,34805,35828,,22400,,35268
37077,50225,56272,33947,64063,113068,50968
37079,35777,40677,3272523710,,,
37081,45651,56719,33980,47361,48382,32192
37083,32245,45254,23531,23125,53889,53897
37085,46353,51068,34185,38200,92344,35349
37087,42257,42510,2743141354,,,
37089,46448,47247,23319,61362,60795,26973
37091,33008,42870,25381,24063,71389,
37093,41542,55712,34740,29688,,37113
37095,42897,53348,33958,,,
37097,52306,55471,31184,62045,86094,34778
37099,38015,39363,22692,31806,,18239
37101,50512,54415,39871,18628,38304,30948
37103,34005,43750,23341,35536,,50147
37105,45608,51879,30547,44306,69844,33104
37107,34717,41064,26813,79792,46780,26283
37109,49215,51369,31250,35380,,41000
37111,35965,37085,20744,,54545,36324
37113,39133,39966,,65536,52917,30705
37115,37904,38289,,,,
37117,35080,46131,2771727118,,,
37119,56854,71296,39159,43292,71071,39397
37121,37391,37558,23295,,,
37123,32500,37939,21250,30542,56921,30689
37125,50998,55347,25659,75625,73421,33080
37127,42713,51941,31232,37344,38750,34853
37129,50088,54244,29279,56136,77176,32443
37131,30429,44398,22484,11944,,27813
37133,46335,48660,36334,51552,49323,40579
37135,59290,64065,36400,37949,72632,41906
37137,43444,51694,24833,,65750,50239
37139,45378,53724,32445,,,
37141,44828,51531,27000,29375,,28941
37143,44329,47340,2332621771,,,
37145,42105,46875,27679,37917,,24500
37147,41119,50251,27672,76859,52750,29151
37149,46528,48295,2229246806,,,
37151,41947,43258,34034,38320,36344,33176
37153,32687,38169,22797,35114,,21866
37155,30608,38394,24404,28680,34028,27823
37157,38126,41852,27470,20556,23359,28031
37159,43069,47425,2876637112,,,
37161,35630,37061,25833,29191,42411,38320
37163,35490,41177,25927,31000,29375,33039
37165,30958,42317,18483,25192,50313,50500
37167,40910,43011,23048,80086,40461,26864
37169,40696,40912,30000,50030,114063,33929
37171,36164,36697,23427,,46154,33565
37173,33931,38229,,22360,,
37175,45114,45947,3812526344,,,
37177,32361,35074,2107436000,,,
37179,65903,69282,46942,54227,112669,45712
37181,33316,44415,26095,41750,46544,35920
37183,67309,77090,44597,54904,91219,42371
37185,34254,47514,25938,25602,,30491
37187,34538,44692,2325337725,,,
37189,37656,37961,5062537125,,,
37191,40390,49244,31059,,35968,26594
37193,33232,33886,3117326088,,,
37195,39847,51198,29420,,92857,33246
37197,37796,38488,2433236838,,,
37199,37484,37870,3799314744,,,
38001,52118,5570044375,,,,
38003,53141,5488018932,57841,,,
38005,41296,50545,,28510,,59107
38007,70469,71719,,,,
38009,56349,57031,,23938,,
38011,66845,66488,83393,,,
38013,60096,60096,28942,,,
38015,65254,66945,48958,20046,99291,44286
38017,53289,55676,28045,26822,35690,34099
38019,66806,66250,,36136,,
38021,53750,54545,41250,55809,,31827
38023,56042,56417,,,,
38025,69732,76484,,42596,,58750
38027,48583,49896,,38500,,
38029,44051,43168,,,,
38031,55769,55962,,,,
38033,40179,40179,,,,
38035,48676,50367,27083,24551,51719,56310
38037,44559,45000,,42917,,
38039,48355,50956,,,,
38041,52169,52243,,,,
38043,54559,54804,38050,,,
38045,54821,55347,,,,
38047,51458,51042,,,,
38049,57386,57799,27000,,,
38051,42277,43333,,,,
38053,72794,82838,,32500,,
38055,55686,56065,,47750,,
38057,72704,73260,,38889,43750,92125
38059,62418,63120,30903,63333,,56827
38061,68188,71691,,51193,,68380
38063,51085,50991,,32361,,
38065,60278,60139,,66458,,
38067,53504,54531,,25625,,38250
38069,42563,42750,,,,
38071,50841,51556,,41016,,66121
38073,56500,56446,,31339,,
38075,65125,66063,,,,
38077,55390,56304,39028,,,
38079,33277,45903,,27191,,
38081,57125,57042,56429,,,
38083,48102,48287,,,,
38085,38068,59375,,33672,,45000
38087,55000,57031,,,,
38089,72099,73907,29525,47955,2499,60633
38091,55833,55833,,,,
38093,52359,52685,65688,,,
38095,56625,62083,,,,
38097,54960,56155,,21477,,
38099,49411,49766,,25625,,36681
38101,61393,61980,61863,21612,,41606
38103,48098,48424,,,,
38105,88013,90664,19520,57904,,39151
31001,50635,50924,35096,43906,,52250
31003,45609,45365,,,,
31005,39375,40000,,,,
31007,48897,49118,,,,
31009,48875,49375,,,,
31011,50306,50332,57500,,,
31013,51691,51967,,21765,,39216
31015,40224,40353,,53750,,
31017,36078,36250,,,,
31019,53624,55005,21652,,16189,43438
31021,47429,47931,32917,,,
31023,51027,51498,43661,,,
31025,65619,65818,,70357,,80875
31027,52250,52500,25313,,,
31029,52422,53365,28824,,,
31031,48750,49394,,21136,,
31033,53814,53584,,,,
31035,51470,51740,31875,,,
31037,51367,51870,4365749615,,,
31039,50013,50672,31750,,,
31041,46468,46723,35208,,,
31043,49786,54669,6760,10707,56588,45793
31045,41038,44259,,7004,,
31047,48329,48471,44102,50833,,39250
31049,50962,51058,,39250,,31406
31051,51223,51168,44750,,,
31053,49068,4943558375,32939,,,
31055,54659,60685,27381,28438,52180,39282
31057,42500,42386,38423,,,
31059,52316,52700,,,,
31061,45905,4657416250,84063,,,
31063,49634,49507,,,,
31065,39934,40333,,,,
31067,50010,49569,,33563,,
31069,45845,45845,,,,
31071,43179,43750,,,,
31073,54375,54615,,,,
31075,44750,44750,,,,
31077,42904,43125,,,,
31079,49252,49560,30368,61055,58167,36321
31081,59311,59567,,33958,,31538
31083,46766,46495,34583,,,
31085,44500,44450,34375,,,
31087,39231,39103,,,,
31089,46728,46653,31364,,,
31091,37317,37647,62917,,,
31093,50030,50476,26750,,,
31095,43008,43118,,,,
31097,45429,4660741625,23167,,,
31099,51934,52422,60978,,,
31101,41781,41710,31850,,,
31103,38625,39250,,,,
31105,40242,3931856250,21705,,,
31107,45411,48442,,30742,53750,47656
31109,51830,54189,30184,26154,40354,35569
31111,50194,50618,,2499,46121,34636
31113,48281,48438,,,,
31115,55417,55104,,,,
31117,54306,54306,,,,
31119,50218,50463,,16000,230857,40474
31121,51012,50826,40556,,,
31123,45910,45972,30192,,,
31125,42500,42500,,,,
31127,49656,50386,23077,,,
31129,40488,41555,,,,
31131,50275,50725,,33152,,40054
31133,41161,41369,46250,,,
31135,55893,55774,34000,,,
31137,50404,50640,34492,,,
31139,54482,54447,,,,
31141,56318,56916,46053,,,
31143,57312,57568,38750,,,
31145,42931,43472,53875,,,
31147,42750,45697,21188,,,
31149,48456,48854,,,,
31151,51738,5187562917,41667,,,
31153,70543,71796,58210,,70507,56464
31155,60854,60988,41071,,,
31157,45992,4657547143,34688,,,
31159,59662,6021051250,46806,,,
31161,41985,42014,,26500,,
31163,46366,46220,60938,,,
31165,41215,40799,,,,
31167,53416,53198,60455,,,
31169,45741,45998,,,,
31171,51000,50600,,,,
31173,41266,53125,,32536,,24167
31175,44612,45147,,,,
31177,65370,65621,39679,,,
31179,54159,59769,12276,,,
31181,40256,40577,35139,,,
31183,46394,46394,,,,
31185,51802,52662,,,,
33001,62159,62336,10097265132,,,
33003,53306,53364,,70368,,52266
33005,57782,57817,,20000,65000,31458
33007,42312,42417,,51250,,23021
33009,55762,56169,,47734,62976,
33011,71244,71644,47284,32417,100375,42753
33013,65983,66113,53750,29196,70606,83512
33015,81198,81718,74453,57016,83531,70223
33017,60711,61054,37063,28980,58287,58080
33019,56032,56113,101563,50912,80640,75294
34001,54461,60848,33060,,54271,41392
34003,85806,88041,66075,41925,96776,63194
34005,78621,81262,65759,66944,106429,66202
34007,62185,71426,41664,30750,77749,37766
34009,57637,58911,39439,70313,,37813
34011,49984,54392,41547,40625,52778,38793
34013,53976,80333,37254,32631,105597,41603
34015,76727,80139,57980,46427,105435,51147
34017,59741,61384,42537,42708,94360,42715
34019,105444,106046,88047,,128611,61058
34021,72804,82536,42170,26384,130621,46585
34023,79593,73145,64822,66713,111242,54324
34025,85242,89948,44668,28346,117334,54291
34027,100214,100722,77681,73750,121340,67771
34029,61994,62147,53237,25474,90000,54902
34031,59739,72024,33682,51691,94406,40260
34033,61831,67079,32740,22083,82500,46838
34035,100667,99241,76791,45729,141242,70111
34037,86565,85990,95813,110469,116856,77520
34039,69594,81376,53858,25652,114138,50100
34041,70471,71885,71548,30409,62639,51948
35001,47725,51836,32761,32872,60831,38967
35003,42973,43092,27132,,,
35005,40630,42455,30256,35536,58799,34665
35006,34565,42707,45893,27478,,35616
35007,32380,35025,,4558,,28608
35009,41084,46239,29976,30000,38988,31586
35011,32500,36528,25577,,,
35013,38853,39110,50718,33913,41006,30930
35015,56618,57248,61544,70714,97554,47952
35017,38311,38832,,15161,,31556
35019,30772,31745,5250,36250,,30980
35021,33393,34107,33500,,,
35023,34444,35714,31698,,,
35025,57533,59273,40060,70724,,51966
35027,40708,42235,,40426,,28870
35028,101934,102965,,135089,100357,44844
35029,27476,27561,25568,,,
35031,28772,50612,,23695,57917,39288
35033,23822,26563,23132,,,
35035,39775,42728,36168,28958,37986,25018
35037,29113,29677,1900027298,,,
35039,36098,35374,38750,32195,71169,37923
35041,35546,36484,1841729611,,,
35043,58982,61358,71012,39332,66307,56246
35045,48671,55802,,34862,56500,48734
35047,29237,36446,28367,,,
35049,54315,56387,47440,42159,59716,43876
35051,29356,30806,,27105,,28273
35053,34037,34868,,16319,122083,28714
35055,36582,40359,,31632,,31585
35057,32083,32880,,9323,,31069
35059,36070,36726,28889,,,
35061,41703,43699,43244,42500,72625,34760
32001,47415,48172,50057,55250,45417,35568
32003,51575,54767,37604,44759,60857,43244
32005,58535,59891,61083,26950,48553,40714
32007,71799,73428,,43472,55714,50925
32009,39271,42125,,,,
32011,60250,60667,,,,
32013,65212,65508,65828,,,
32015,78190,79138,89750,,,
32017,44866,44717,,45260,,
32019,47255,47817,66607,45747,47794,40012
32021,38923,48143,,30167,,64554
32023,41712,42575,42656,21250,,35327
32027,45230,46528,41071,,,
32029,64832,66161,,18438,,
32031,52870,54480,30773,42183,56760,41422
32033,57122,58096,,52548,,68333
32510,47668,47882,93036,30708,74458,43972
36001,59887,65120,32328,32083,60174,32917
36003,42776,43010,40625,31313,29250,18333
36005,34299,41539,36712,29889,47819,27906
36007,46261,48347,21355,26042,38906,25137
36009,42601,43225,58194,30379,49688,37292
36011,52082,52488,50000,37000,48304,41250
36013,42993,43717,20513,14083,25781,23974
36015,50320,51240,23077,28788,84438,25938
36017,45668,4570182813,51471,,,
36019,49930,50548,40231,,33333,27059
36021,59105,61370,31579,,43472,36652
36023,49514,50037,2237540968,,,
36025,43720,4375734323,39542,,,
36027,71904,74963,44829,31979,100797,53392
36029,51247,57499,25819,31056,46587,26909
36031,52758,52982,2499,17917,41250,
36033,47923,48314,,34674,,110652
36035,46969,47583,,48696,42167,
36037,50880,52032,14661,35859,,31962
36039,50278,50700,38516,65625,93851,38152
36041,48243,48885,,,,
36043,46229,46545,,38000,,
36045,49505,50171,48918,44192,52813,40511
36047,48201,58330,41053,28333,50761,36466
36049,49819,50447,23690,,62500,45795
36051,51734,52317,19174,44167,,26116
36053,54145,54261,,36442,81806,49779
36055,52553,59131,26950,23293,54429,29340
36057,43764,45668,37534,57917,30982,24149
36059,99465,103536,82121,41648,118893,72728
36061,72871,100221,32787,31056,70702,33044
36063,49449,52411,24420,33529,37708,30986
36065,48246,50770,25648,16204,36607,21486
36067,55092,60251,28516,42207,44679,34088
36069,57416,58530,29933,45673,,32500
36071,70848,74883,61972,75568,105750,59298
36073,46359,46709,35764,71136,,29167
36075,47860,4830747969,33371,,,
36077,48588,48730,,55417,71346,50625
36079,96148,97347,85257,55072,125685,81429
36081,57720,60915,59062,48106,56151,50585
36083,60709,63032,26620,,48438,40425
36085,73197,78239,46455,56125,72381,56238
36087,84855,87250,74939,69390,112984,58658
36089,44705,44857,68259,,43681,51827
36091,71496,71257,55250,,100134,71563
36093,58114,62266,27507,48182,63698,28836
36095,51195,5088987891,58750,,,
36097,47680,47897,,42125,,52925
36099,49292,50237,21329,58472,,22685
36101,47280,47089,37656,48214,97540,48036
36103,88663,91451,69805,53750,96420,74070
36105,50710,52599,30252,60313,75125,39007
36107,57514,57954,6531353667,,,
36109,52624,57433,26136,33264,24722,31069
36111,58918,60842,35326,35050,54333,42773
36113,56798,57422,26500,43750,65313,50515
36115,51143,51109,,39063,51250,28375
36117,50798,51394,26912,,58750,46083
36119,83958,98072,52543,53778,119372,52738
36121,52564,52655,,80893,,60481
36123,49510,49971,4596764000,,,
39001,35560,36101,,15104,,14188
39003,44103,47434,22473,41458,79563,40595
39005,48003,48293,49722,,,
39007,40544,41424,25797,18155,77784,30833
39009,33872,3465019583,,,,
39011,54274,54571,29879,,,
39013,43833,44091,39796,38333,,39087
39015,45568,45251,26615,,9323,59896
39017,57540,59769,39487,36496,74183,38868
39019,47075,47532,49205,,,
39021,50974,51301,35905,45875,,30333
39023,43625,45869,27147,31300,72000,31310
39025,60805,61086,52860,59833,91012,51955
39027,46787,47082,35714,,71316,
39029,44497,44474,24896,,71087,37917
39031,41701,41814,75804,,,
39033,40795,40932,37727,,,
39035,44190,54296,26595,32750,64478,33026
39037,44632,44957,34301,,,
39039,50663,51628,31750,26771,,43846
39041,91955,91973,67478,91313,120546,82313
39043,48011,50871,28489,,47841,43179
39045,60567,60323,67900,83784,71591,46855
39047,40503,40701,37200,,82500,31813
39049,52341,59586,32571,22340,68486,37220
39051,55120,56044,,51667,61932,43864
39053,37319,37946,19375,39875,,
39055,72430,72865,57235,,107895,52910
39057,60113,61720,37255,80357,66706,55721
39059,40930,41395,1722229231,,,
39061,49013,60687,25901,22138,63347,40458
39063,50895,5118359722,41724,,,
39065,42703,4303460469,31757,,,
39067,43173,43177,3260482344,,,
39069,53835,54239,10972,,91250,37955
39071,39858,40181,23098,,,
39073,42170,42083107667,,,,
39075,51996,52297,34613,,,
39077,48745,49245,26948,40625,,33578
39079,39460,40088,,,,
39081,41942,42899,21607,,45469,
39083,48533,4863552794,47534,,,
39085,58029,59227,29156,,75775,48125
39087,42874,43448,25991,,21721,
39089,56549,56635,69714,40156,56600,57955
39091,49783,50065,45465,,61016,
39093,52457,55261,28250,29167,74417,37303
39095,41777,48823,21855,32794,51140,35328
39097,57406,57824,45250,31250,,41250
39099,41375,45612,21408,31019,58070,29869
39101,42966,43940,27000,65714,,34350
39103,66952,67277,31745,53375,86607,52922
39105,37813,37829,14028,,,
39107,53099,54059,36364,,,
39109,51569,51658,30361,120329,96830,39464
39111,41528,41507,,,,
39113,43829,50144,27472,24545,63335,37217
39115,37067,37258,39464,,54028,91563
39117,51993,52283,88142,,,
39119,41130,41844,29844,,21250,
39121,41708,41646,,,,
39123,53914,54373,37333,,41016,55587
39125,45550,45581,39911,,,
39127,42017,42319,,,,
39129,57439,57523250001,39000,,,
39131,40283,40136,85338,,,
39133,52552,53792,35222,57935,39702,45682
39135,47818,47929,34722,,,
39137,60524,61208,14828142349,,,
39139,41877,43464,25978,11842,90650,36172
39141,43345,43924,37450,,,
39143,47209,48595,19911,,28036,38750
39145,35903,36247,24967,19524,75104,
39147,45444,46817,16411,,14020,33892
39149,54550,55131,25057,46163,49924,29955
39151,47137,49412,26899,40192,85469,42409
39153,50765,55527,27300,34167,61991,43944
39155,43073,44862,24860,,49289,30066
39157,45310,45333,25969,35486,85606,46212
39159,67382,66556,,60395,114844,51571
39161,48060,48502,4337044167,,,
39163,40680,40896,,,,
39165,74379,73836,66111,,111173,69141
39167,43509,44345,37935,,86000,
39169,50383,50526,30272,43000,52500,53304
39171,42492,42492,,57031,,49545
39173,53577,53636,47602,,85946,51563
39175,47555,47278,44886,,,
40001,33404,32542,,35000,,24813
40003,50156,49976,,69375,,46094
40005,36661,37882,28347,37150,36250,24615
40007,52090,52917,44740,,,
40009,48601,48711,3110874067,,,
40011,41972,42679,3089317480,,,
40013,38847,39412,30167,32955,44018,30169
40015,40674,42953,30806,31625,,36111
40017,64505,65112,49238,61409,71250,51835
40019,44531,46229,28368,35588,62614,38393
40021,38694,40489,21065,35514,73250,21039
40023,30617,30794,16875,37098,,40694
40025,46680,48889,,71250,,32031
40027,56452,57687,41039,51023,57823,46909
40029,38243,38676,,34375,,38000
40031,46241,49778,36806,35368,41372,46106
40033,46361,51097,32125,21893,,52188
40035,38876,40364,25577,34875,55417,38203
40037,45016,47196,22500,39970,,36691
40039,46125,47572,29034,45250,36339,35676
40041,37942,40000,23875,30428,52740,32583
40043,50904,51865,47000,,,
40045,50855,50987,,41250,,37188
40047,48238,49506,37755,50036,46685,40806
40049,40524,40610,35046,42212,56912,38750
40051,52279,53478,30469,52794,,40000
40053,50250,50448,,24167,,60263
40055,40125,41349,,,,
40057,31250,38083,21964,81250,,18015
40059,48359,48691,47750,,,
40061,35252,35290,,36797,51000,27614
40063,35563,36758,32500,27614,,28393
40065,41560,44890,30684,36702,62066,33347
40067,33449,33715,,35313,,19010
40069,38776,40136,9034,41818,,39583
40071,42134,43037,18185,35000,55268,32227
40073,60034,60831,,73542,,52389
40075,39909,41470,29583,24063,,36250
40077,39205,41102,,30357,,31625
40079,36490,37389,18421,33438,31520,33500
40081,45149,46002,24375,37625,,37639
40083,55299,60028,27348,40081,250001,52448
40085,44549,44626,40278,44688,,40250
40087,56088,55531,,63456,,56563
40089,32324,34778,19265,31446,,24471
40091,36011,38664,25655,30156,,39153
40093,51571,53105,,32353,,30938
40095,40475,41250,12750,32308,,44375
40097,42071,42318,,40219,48194,38750
40099,47077,46940,,37625,,53164
40101,39984,41909,27149,38400,70850,28882
40103,48285,50219,,52031,,
40105,39875,41162,23958,35741,,40385
40107,36216,41474,24545,24959,,42955
40109,47437,52362,31816,43039,54457,35187
40111,38843,42123,24688,33393,,36548
40113,45443,47252,36786,41126,,33897
40115,36347,37140,25000,35521,48125,28500
40117,45765,46325,23500,41012,,61339
40119,37667,39904,27481,25707,17557,29145
40121,42576,43464,55893,38214,49167,40909
40123,43261,45748,31639,36151,,29279
40125,44688,46860,25403,37856,72981,34337
40127,32445,32382,33750,29375,2499,45156
40129,50739,50823,17500,,,
40131,58139,59876,55625,49853,53819,67961
40133,36068,37475,20208,35587,22500,37500
40135,35736,35609,19594,36031,28750,22958
40137,43781,44048,21776,42379,47159,36696
40139,50242,51486,,68864,96406,43152
40141,37759,40458,29625,42625,49250,27375
40143,49759,54305,27294,45838,52177,39517
40145,55715,56989,41157,51250,68281,58438
40147,50023,51193,26719,36042,81951,40602
40149,49632,50265,,37321,,30707
40151,55315,55833,23060,60278,,60000
40153,55300,55599,,53295,,45139
41001,41098,4151635893,29750,,,
41003,49802,52242,,58594,27778,36213
41005,65965,66332,51855,35240,76919,48272
41007,46408,47513,,36375,66094,36473
41009,53179,53387,50583,43304,67128,27097
41011,38605,39176,9214,27623,61513,35583
41013,37106,37435,,51016,,54474
41015,40884,4121150132,56150,,,
41017,51223,51897,19416,32684,43006,37656
41019,41312,41529,,23500,103229,30586
41021,44293,45404,38571,,,
41023,38046,38680,,17063,,
41025,37580,37775,46875,31607,,
41027,55827,57009,53247,,,
41029,44028,44599,33798,22617,51042,35653
41031,46366,48903,33375,42043,,36888
41033,37665,37988,43750,60074,,34104
41035,40336,41083,14682,25313,105227,37708
41037,32369,33559,,19276,,29018
41039,44103,45046,28998,38869,32816,37962
41041,42101,42464,,33036,31875,40511
41043,45644,45963,,23125,72702,30333
41045,35418,35547,,55833,40333,31447
41047,48432,50425,28841,33357,45974,39243
41049,50918,51045,46196,,,
41051,54102,57449,27045,32500,52622,39321
41053,52821,54652,,32212,35682,51414
41055,38362,38879,,,,
41057,42581,4279479457,29500,,,
41059,48101,49732,,30594,75595,42763
41061,43822,44375,,54063,,33466
41063,40581,40625,1937540750,,,
41065,43422,43695,,52031,39886,41149
41067,66754,67279,61752,51701,85141,44554
41069,33487,33750,59063,,,
41071,53423,55047,35625,24688,42619,42816
42001,60356,61388,32255,,43333,33977
42003,53040,57898,27238,31098,61044,43257
42005,44942,44992,40000,48125,,44107
42007,50581,52350,28447,,53750,51067
42009,45930,46059,,45547,51103,37431
42011,55936,59459,31141,35042,71438,27558
42013,43981,44283,30833,,73409,51420
42015,48987,4874237679,56111,,,
42017,77568,78570,46945,76107,108482,56197
42019,60934,60823,47697,,110260,55694
42021,42107,43150,1483732171,,,
42023,39897,39880,,,,
42025,49973,50489,3476141250,,,
42027,52186,54551,33065,15278,29250,34652
42029,85976,87386,48570,98106,127414,51662
42031,42536,43024,22989,,,
42033,42257,42138,61122,60208,,
42035,45078,45425,,41250,,
42037,45374,46253,30915,14875,30163,43893
42039,44579,45278,21106,16731,21944,26471
42041,61820,62265,36677,,77500,41218
42043,53754,59990,36515,34125,57106,33802
42045,65123,74867,40613,44766,71357,38914
42047,46671,46601,100365,,,
42049,45971,48290,24473,25658,31455,19381
42051,39636,40678,20456,,48326,27262
42053,35533,35321135208,33333,,,
42055,53916,55109,30214,28688,57560,38934
42057,48311,49088,2125028250,,,
42059,46661,47138,35000,,,
42061,44396,4447131250,37188,,,
42063,45195,45305,4055636250,,,
42065,42903,4314753750,30833,,,
42067,47398,475642499,41184,,,
42069,46271,46849,31192,31625,45169,26552
42071,57721,59790,33793,43304,70479,32206
42073,44571,45877,18028,,98750,40515
42075,55499,57224,36766,112566,72616,35560
42077,56117,58751,34913,49444,91266,35773
42079,45897,47331,21658,13047,64508,29652
42081,47313,48604,26579,,82188,26250
42083,43965,44175,32353,,,
42085,44156,45735,25910,,67000,29262
42087,41288,41371,,,,
42089,57365,57031,59221,61563,80575,56912
42091,80675,83652,53994,64286,87743,56152
42093,54648,5339780375,,,,
42095,60972,62375,44719,29604,80378,40092
42097,42406,42540,25121,,73050,31435
42099,57177,57520,27292,49000,,45455
42101,38253,50895,30180,25885,39091,27945
42103,60180,59775,69395,,120227,56642
42105,40654,40687,37500,41389,,26250
42107,45535,45908,24259,8954,54432,33705
42109,49917,50203,31563,,,
42111,44587,44718,,53594,,37083
42113,44189,44342,17050,,,
42115,50477,50628,6056838935,,,
42117,46494,46561,4083353438,,,
42119,49803,4961553750,48236,,,
42121,43644,44128,22917,28500,30357,
42123,44020,44145,,18750,158472,40833
42125,56450,56965,28359,9444,112118,56910
42127,49919,49665,70000,,139063,37174
42129,52247,52821,26907,40875,80903,33179
42131,51004,51191,42000,,,
42133,58269,60022,40535,48542,64840,31611
72001,10499,10536,1357110566,,,
72003,16029,15506,2798115792,,,
72005,17267,16880,23585,2499,9023,17020
72007,14824,14560,1315114864,,,
72009,17307,16939,1847517277,,,
72011,17386,16807,1384517456,,,
72013,16485,16495,1390616476,,,
72015,15298,14773,1596315323,,,
72017,15212,15220,1770015162,,,
72019,14331,13794,1917914331,,,
72021,24430,25428,23495,14795,,24392
72023,16499,16675,2616916494,,,
72025,23769,23940,21709,14397,13125,23662
72027,17532,19040,17555,,,
72029,20023,21602,1970920006,,,
72031,27969,29919,24410,26081,28750,27864
72033,18326,21445,1757818326,,,
72035,20751,21187,2343820714,,,
72037,20702,21194,2456920857,,,
72039,12630,12393,12581,,,
72041,23315,22798,2056823313,,,
72043,18233,20020,1564818278,,,
72045,13124,13933,1210413094,,,
72047,15098,14617,1294215098,,,
72049,18649,17000,19189,,,
72051,26947,29238,1690726649,,,
72053,19320,19359,1948319295,,,
72054,14994,14884,15069,,,
72055,13682,14009,14618,21500,,13717
72057,15860,15786,1504415884,,,
72059,15067,14682,2044115030,,,
72061,34719,39632,25225,36985,50227,34314
72063,29317,30949,25679,,26217,29000
72065,18687,18794,18619,,,
72067,20598,23304,1669120429,,,
72069,19342,19808,1920919337,,,
72071,15707,16050,15056,8262,,15691
72073,16033,16213,983016067,,,
72075,18609,19021,1848418585,,,
72077,19141,19833,2446419163,,,
72079,13215,12980,2852313215,,,
72081,11905,11615,11876,,,
72083,13944,15956,249914037,,,
72085,18838,19366,1554018866,,,
72087,18718,23022,1833118733,,,
72089,18170,20979,23271,,17109,17774
72091,18162,18349,1694418211,,,
72093,12606,13941,898412606,,,
72095,19541,21033,1905919677,,,
72097,14871,17115,18414,2499,,14789
72099,14427,14611,1418514437,,,
72101,16536,16501,1916716536,,,
72103,18704,18529,22694,,2499,18627
72105,17423,17456,1233917366,,,
72107,14110,15134,1355114066,,,
