fips,age_adjusted_mr,lower_95_ci_for_mr,upper_95_ci_for_mr,avg_deaths_per_year,recent_mr_trend,recent_5-year_mr-trend,lower_95_ci_mr-trend,upper_95_ci_mr-trend
08009,169.8 ,126.3, 227.1,12,stable,-0.5 ,-1.8, 0.8
08029,167.6 ,150.9, 185.8,86,stable,1.0 ,0.0, 2.0
08011,162 ,124.6, 208.8,13,stable,-0.4 ,-1.8, 0.9
08087,161.1 ,142.4, 181.7,56,stable,-0.6 ,-1.3, 0.1
08121,149.8 ,113.3, 196.4,12,falling,-1.7 ,-3.0, -0.3
08101,149.2 ,142, 156.7,336,falling,-0.9 ,-1.1, -0.6
08001,148 ,142.6, 153.5,609,falling,-1.7 ,-2.0, -1.3
08089,147.1 ,127.2, 169.6,41,falling,-0.9 ,-1.6, -0.2
08025,146.9 ,107.1, 198.1,9,stable,-1.4 ,-3.2, 0.3
08043,146.2 ,133.8, 159.6,107,falling,-0.9 ,-1.4, -0.5
08103,145.1 ,107.9, 191.4,11,stable,-0.6 ,-2.0, 0.7
08073,144.9 ,108.9, 190.4,11,stable,-1.2 ,-2.3, 0.0
08071,144.7 ,123.2, 169.5,35,stable,-0.5 ,-1.1, 0.0
08055,143.4 ,116.1, 178.2,21,stable,-0.9 ,-1.9, 0.2
08057,142.2 ,80.3, 244.9,3,*,*,*,*
08041,141.7 ,137.7, 145.9,959,falling,-1.2 ,-1.4, -1.0
08031,141.4 ,137.3, 145.7,916,falling,-1.8 ,-2.2, -1.5
08077,141.2 ,133.9, 148.8,296,falling,-1.5 ,-1.8, -1.2
08075,140 ,121.4, 161,42,falling,-0.8 ,-1.4, -0.2
08083,139 ,122.2, 157.7,55,falling,-1.2 ,-1.7, -0.7
08085,137.5 ,124.7, 151.5,93,falling,-1.1 ,-1.6, -0.6
08125,136.8 ,109.1, 169.9,18,falling,-7.6 ,-11.2, -4.0
08095,136.5 ,96.7, 189,10,stable,-1.2 ,-2.5, 0.1
08105,136.1 ,111.5, 165.2,23,falling,-1.2 ,-2.0, -0.4
08003,135.6 ,110.9, 164.2,22,stable,-0.3 ,-1.1, 0.4
08123,135 ,128.9, 141.4,385,falling,-1.6 ,-2.2, -1.1
08081,134.7 ,109.3, 164.5,21,stable,-0.8 ,-1.8, 0.3
08059,129.9 ,126.1, 133.8,909,falling,-1.7 ,-1.9, -1.4
08045,129.5 ,116.1, 144,74,falling,-1.8 ,-2.2, -1.3
08021,128.9 ,100, 164.4,14,falling,-1.3 ,-2.3, -0.2
08005,128.2 ,124.2, 132.3,818,falling,-1.4 ,-1.6, -1.2
08047,125 ,80.9, 183.7,7,*,*,*,*
08069,124.6 ,119.5, 129.8,485,falling,-1.4 ,-1.7, -1.1
08015,123.2 ,106.3, 142.6,41,falling,-1.1 ,-2.2, -0.1
08014,122.7 ,111.2, 135.2,86,falling,-5.9 ,-8.2, -3.7
08039,121.6 ,102.8, 142.9,36,falling,-2.1 ,-3.0, -1.2
08013,120.5 ,115.2, 125.9,411,stable,0.0 ,-1.5, 1.5
08115,119.8 ,76.1, 186.3,5,falling,-1.8 ,-3.2, -0.3
08119,119.6 ,101.6, 140.2,41,falling,-2.4 ,-3.3, -1.5
08109,118.2 ,88.2, 156.6,12,stable,-0.6 ,-2.5, 1.3
08067,116.4 ,104.5, 129.3,77,falling,-1.7 ,-2.3, -1.2
08027,114 ,81.6, 159.4,11,falling,-1.8 ,-3.5, -0.1
08035,113.3 ,107.6, 119.1,331,falling,-1.9 ,-2.4, -1.5
08033,112.4 ,67.8, 184.6,4,stable,-1.1 ,-3.2, 0.9
08113,109.1 ,71.6, 157.9,8,*,*,*,*
08007,108.1 ,88, 132.3,24,falling,-1.7 ,-3.0, -0.4
08065,106.6 ,74.5, 147.4,8,falling,-2.4 ,-4.0, -0.8
08019,104.8 ,78.9, 137.3,13,falling,-2.2 ,-3.6, -0.9
08051,103.3 ,80.8, 130.1,16,falling,-2.9 ,-4.1, -1.6
08049,100.5 ,78.2, 127.3,17,stable,-1.1 ,-2.6, 0.4
08063,97.6 ,73, 128.9,11,falling,-2.0 ,-3.1, -0.8
08023,95.9 ,63.8, 142.8,7,stable,-0.9 ,-3.1, 1.3
08107,94 ,76.8, 113.9,24,falling,-2.6 ,-3.7, -1.6
08093,79.8 ,63.2, 100,22,stable,-1.7 ,-3.3, 0.0
08097,75.6 ,59.7, 94.8,18,falling,-2.7 ,-4.1, -1.4
08037,73.6 ,61.5, 87.2,34,falling,-3.6 ,-4.7, -2.4
08091,72.9 ,47.7, 111.2,6,falling,-3.0 ,-5.1, -0.9
08117,58 ,44.6, 74.1,17,falling,-2.8 ,-4.7, -0.9
08053,* ,*, *,3 or fewer,*,*,*,*
08079,* ,*, *,3 or fewer,*,*,*,*
08111,* ,*, *,3 or fewer,*,*,*,*
11001,155 ,150.8, 159.4,1048,falling,-2.3 ,-2.5, -2.2
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
10000,161.5 ,158.4, 164.7,2079,falling,-1.6 ,-1.7, -1.5
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
10001,172.6 ,164.8, 180.7,381,falling,-1.2 ,-1.4, -0.9
10003,161.3 ,157, 165.8,1068,falling,-1.7 ,-1.8, -1.5
10005,157.3 ,151.5, 163.3,630,falling,-1.7 ,-1.9, -1.5
11001,155 ,150.8, 159.4,1048,falling,-2.3 ,-2.5, -2.2
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
13000,156.7 ,155.7, 157.8,17283,falling,-1.6 ,-1.7, -1.5
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
13239,235.7 ,170.6, 324.3,10,stable,0.0 ,-1.7, 1.8
13301,229.8 ,184, 285.2,19,stable,0.1 ,-1.0, 1.2
13287,227.4 ,187.5, 273.9,24,stable,0.4 ,-0.5, 1.2
13265,222 ,150.4, 326.4,6,*,*,*,*
13163,217.1 ,189.4, 248,46,stable,-0.4 ,-1.1, 0.4
13107,216.3 ,191.8, 243.1,59,stable,-0.6 ,-1.3, 0.1
13253,210.4 ,176.4, 250.2,29,stable,-0.5 ,-1.3, 0.4
13233,209.2 ,191.4, 228.2,105,falling,-0.8 ,-1.2, -0.4
13029,208.8 ,186.4, 233,67,falling,-0.8 ,-1.5, -0.2
13257,205.8 ,184.7, 228.9,73,stable,-0.3 ,-0.8, 0.3
13003,205.2 ,164.1, 253.5,18,stable,-0.3 ,-1.5, 1.0
13279,202.6 ,181.2, 225.9,67,falling,-0.9 ,-1.5, -0.3
13273,202.2 ,166.7, 243.7,24,falling,-1.0 ,-1.9, -0.1
13125,201.8 ,142.9, 279.2,8,stable,1.0 ,-0.9, 2.8
13065,201.6 ,159.6, 251.8,17,stable,-0.5 ,-1.6, 0.6
13261,200.9 ,180.5, 223,74,falling,-0.6 ,-1.1, -0.1
13225,199.8 ,178.2, 223.5,66,falling,-1.1 ,-1.6, -0.5
13035,199.1 ,176.4, 224.1,58,stable,-0.3 ,-1.0, 0.4
13305,198.1 ,177.5, 220.5,70,stable,-0.4 ,-0.8, 0.1
13159,198 ,169.2, 230.6,36,stable,-0.7 ,-1.6, 0.1
13165,197.3 ,161.3, 239.5,22,stable,-0.7 ,-1.7, 0.2
13283,197 ,156.8, 245,17,stable,0.0 ,-0.8, 0.8
13275,196.5 ,180.5, 213.7,115,falling,-0.8 ,-1.2, -0.4
13055,193.5 ,172.3, 216.7,63,falling,-0.9 ,-1.3, -0.5
13083,193.2 ,167.5, 222,43,stable,-0.7 ,-1.5, 0.2
13209,193.1 ,156.1, 236.4,20,stable,-1.0 ,-2.2, 0.2
13175,192.7 ,177.2, 209.2,118,falling,-0.7 ,-1.2, -0.1
13189,192.4 ,169.3, 218,53,falling,-1.8 ,-2.9, -0.8
13231,192.4 ,167, 220.7,43,stable,-0.6 ,-1.4, 0.2
13025,191.1 ,166.3, 218.8,45,stable,-0.8 ,-1.6, 0.0
13245,191 ,182.6, 199.6,414,falling,-1.1 ,-1.3, -0.8
13013,189.8 ,176, 204.4,149,stable,-0.3 ,-0.8, 0.2
13027,189.1 ,162.6, 219.1,40,stable,-0.3 ,-1.1, 0.4
13177,189 ,165.8, 214.4,53,stable,-0.5 ,-1.2, 0.3
13087,188.8 ,168.3, 211.2,64,falling,-1.3 ,-1.8, -0.8
13217,188.2 ,176.5, 200.4,205,falling,-0.8 ,-1.2, -0.4
13017,186.7 ,161.5, 215.1,41,falling,-2.2 ,-3.1, -1.2
13317,186.5 ,156.6, 221.3,30,stable,-0.8 ,-1.6, 0.0
13293,186.2 ,166.7, 207.5,69,stable,-0.3 ,-0.9, 0.2
13129,185.4 ,170.6, 201.2,120,falling,-0.9 ,-1.3, -0.5
13251,185.2 ,158.5, 215.6,36,stable,-0.6 ,-1.2, 0.0
13205,184.6 ,162.6, 209,52,falling,-1.2 ,-1.8, -0.5
13075,183.7 ,158.3, 212.2,39,stable,-0.8 ,-1.7, 0.0
13299,183.7 ,166.3, 202.4,85,falling,-0.7 ,-1.3, -0.2
13277,183.4 ,166.2, 202,85,falling,-0.5 ,-0.9, -0.1
13255,183.2 ,170.2, 197,154,falling,-0.7 ,-1.2, -0.3
13215,182.7 ,174.3, 191.3,372,falling,-0.9 ,-1.1, -0.7
13045,182.6 ,171.8, 194,220,falling,-0.6 ,-1.0, -0.2
13171,182.5 ,158.1, 209.7,42,falling,-0.8 ,-1.5, -0.1
13259,182.2 ,140.4, 234,13,stable,-0.3 ,-1.1, 0.6
13289,180.6 ,147.4, 220.1,23,falling,-1.0 ,-1.8, -0.2
13213,180.5 ,162.9, 199.6,81,falling,-0.8 ,-1.4, -0.2
13303,179.9 ,157.7, 204.7,49,falling,-0.9 ,-1.6, -0.1
13069,179.7 ,162.4, 198.4,82,stable,-0.6 ,-1.2, 0.0
13099,179.7 ,149.7, 214.5,26,falling,-0.7 ,-1.4, -0.1
13031,178.6 ,164.2, 194,119,falling,-0.8 ,-1.2, -0.3
13119,178.5 ,158.3, 200.9,58,stable,-0.1 ,-0.7, 0.4
13229,178.3 ,154.7, 204.7,42,falling,-0.7 ,-1.3, -0.1
13001,178.2 ,154.6, 204.7,43,falling,-0.9 ,-1.7, -0.1
13181,178.1 ,145.5, 217.1,23,falling,-1.5 ,-2.2, -0.8
13221,177.5 ,152.4, 206,37,stable,-0.8 ,-1.8, 0.1
13115,176.9 ,166.3, 188,215,falling,-1.2 ,-1.5, -0.9
13105,176.4 ,155, 200.3,52,falling,-1.1 ,-1.6, -0.6
13157,175.8 ,162.2, 190.2,131,falling,-0.9 ,-1.4, -0.4
13295,175.7 ,163.8, 188.3,167,falling,-2.0 ,-2.7, -1.3
13267,175.3 ,153.9, 199,50,falling,-3.5 ,-5.2, -1.6
13173,175.1 ,140.8, 215.2,19,falling,-1.0 ,-1.9, -0.1
13079,175 ,146.1, 208.5,28,stable,-0.2 ,-1.4, 1.0
13103,175 ,159.3, 191.8,99,falling,-0.7 ,-1.3, -0.1
13005,174.7 ,144.2, 210.1,24,falling,-1.5 ,-2.4, -0.5
13095,174.4 ,163, 186.4,183,falling,-1.1 ,-1.5, -0.7
13201,173.7 ,134.9, 221.5,15,stable,-0.2 ,-1.3, 0.9
13195,173.4 ,154.4, 194.2,64,stable,-0.5 ,-1.2, 0.2
13285,173.4 ,160.4, 187.1,139,falling,-1.1 ,-1.5, -0.8
13071,173.1 ,157.4, 190,92,falling,-1.0 ,-1.4, -0.7
13199,173 ,152.2, 196.2,53,falling,-1.1 ,-1.7, -0.6
13109,172.7 ,142, 208.5,23,stable,-0.6 ,-1.5, 0.4
13269,172.6 ,140.4, 210.9,21,stable,-0.6 ,-1.7, 0.5
13193,170.1 ,143.2, 201.1,30,stable,-0.6 ,-1.3, 0.1
13211,170 ,147.7, 195.1,44,stable,-0.8 ,-1.6, 0.0
13297,169.1 ,158, 180.7,181,falling,-0.9 ,-1.4, -0.5
13023,168.7 ,141, 200.5,27,falling,-1.7 ,-2.7, -0.7
13061,168.6 ,122.8, 231.3,9,stable,-1.2 ,-2.6, 0.3
13021,168 ,159.5, 176.8,304,falling,-1.1 ,-1.4, -0.9
13143,167.9 ,149.1, 188.5,60,stable,-0.7 ,-1.4, 0.1
13053,167.7 ,117.9, 229.9,8,falling,-2.4 ,-3.6, -1.1
13321,167.2 ,146, 190.8,48,falling,-0.9 ,-1.6, -0.3
13111,167.1 ,149.4, 186.8,78,falling,-1.0 ,-1.5, -0.6
13009,166.8 ,151.3, 183.6,89,falling,-0.7 ,-1.2, -0.2
13155,166.3 ,135.3, 202.8,21,falling,-1.2 ,-2.3, -0.1
13085,166.2 ,146.3, 188.3,56,falling,-1.4 ,-2.2, -0.5
13149,165.6 ,137.6, 198.2,26,stable,-0.5 ,-1.3, 0.3
13237,165.6 ,146.2, 187.3,58,falling,-1.1 ,-1.7, -0.4
13249,165.3 ,122.2, 219.6,10,falling,-2.9 ,-4.1, -1.7
13043,164.7 ,135.9, 198.4,24,falling,-1.2 ,-2.1, -0.2
13319,164.7 ,134.2, 200.9,21,stable,-1.2 ,-2.3, 0.0
13047,164.7 ,152.6, 177.5,142,falling,-1.0 ,-1.4, -0.6
13081,164.5 ,144.2, 187,51,falling,-1.6 ,-2.4, -0.8
13049,162.7 ,135.5, 194.1,26,falling,-1.8 ,-3.0, -0.7
13137,162.1 ,147.7, 177.7,96,stable,-0.6 ,-1.2, 0.1
13315,161.8 ,130.7, 198.7,19,falling,-1.5 ,-2.4, -0.6
13243,161.7 ,129.3, 201.3,19,falling,-2.3 ,-3.1, -1.4
13161,161.7 ,135.3, 192,28,falling,-2.4 ,-3.2, -1.6
13011,161.5 ,138.7, 187.2,38,stable,-0.8 ,-1.9, 0.3
13313,160.5 ,150.1, 171.5,179,falling,-1.2 ,-1.6, -0.8
13015,160.5 ,149.9, 171.6,182,falling,-1.3 ,-1.7, -0.9
13097,159.8 ,149.8, 170.3,209,falling,-1.3 ,-1.8, -0.8
13153,159.6 ,150.6, 169,246,falling,-1.4 ,-1.7, -1.0
13247,159.3 ,147.9, 171.4,155,falling,-1.2 ,-1.6, -0.8
13039,158.9 ,143.5, 175.6,84,falling,-1.6 ,-2.2, -0.9
13033,158.9 ,137.4, 183,42,stable,-0.9 ,-1.8, 0.0
13019,158.7 ,137.2, 182.9,40,falling,-1.6 ,-2.2, -1.1
13141,158.7 ,128.9, 194.6,21,falling,-1.3 ,-2.2, -0.4
13263,157 ,124.5, 197.6,18,falling,-1.3 ,-2.4, -0.3
13151,156.7 ,148.8, 165,321,falling,-1.1 ,-1.4, -0.8
13091,156.7 ,136.4, 179.3,44,falling,-1.3 ,-2.2, -0.4
13127,156.6 ,146.5, 167.3,188,falling,-1.6 ,-2.0, -1.2
13077,156.5 ,147.4, 166.1,234,falling,-1.4 ,-1.9, -0.9
13063,156.5 ,148.5, 164.8,338,falling,-1.3 ,-1.6, -1.0
13179,156.1 ,139.2, 174.4,69,falling,-2.0 ,-2.6, -1.4
13131,155.7 ,136.8, 176.7,51,falling,-3.9 ,-5.8, -1.9
13123,155.6 ,139.7, 173.1,78,falling,-1.9 ,-2.6, -1.1
13187,155.6 ,138.2, 174.7,63,falling,-1.2 ,-2.1, -0.4
13309,155.3 ,120.7, 197.4,14,stable,-1.2 ,-2.4, 0.1
13281,154.5 ,131, 182.5,40,stable,-0.5 ,-1.5, 0.4
13227,152.5 ,136.4, 170.3,71,falling,-1.0 ,-1.6, -0.3
13311,151.9 ,135.7, 169.7,69,stable,-0.7 ,-1.4, 0.0
13271,150.3 ,128.1, 175.8,33,falling,-2.1 ,-2.8, -1.4
13223,149.8 ,140.3, 159.6,209,falling,-1.7 ,-2.1, -1.2
13207,149.7 ,132.3, 169.1,56,falling,-1.7 ,-2.4, -1.1
13051,149 ,143, 155.1,485,falling,-2.3 ,-2.8, -1.8
13057,147.6 ,140.7, 154.8,370,stable,-0.5 ,-1.2, 0.3
13197,147.3 ,117.5, 183.2,18,stable,-1.2 ,-2.4, 0.0
13145,146.8 ,130.9, 164.3,67,falling,-2.0 ,-2.5, -1.4
13291,146.6 ,131, 164.2,73,falling,-1.2 ,-2.0, -0.3
13241,145.8 ,126.7, 167.8,46,falling,-1.3 ,-2.0, -0.7
13133,145.2 ,125.3, 167.9,45,falling,-1.5 ,-2.3, -0.7
13121,145.2 ,141.7, 148.7,1394,falling,-2.4 ,-2.6, -2.1
13139,145 ,137.9, 152.4,320,falling,-1.3 ,-1.7, -1.0
13147,144.8 ,128.2, 163.3,58,stable,-0.9 ,-1.7, 0.0
13169,144.3 ,127.2, 163.2,54,falling,-1.3 ,-2.0, -0.7
13067,141.3 ,137.2, 145.4,990,falling,-1.0 ,-1.6, -0.5
13191,140.1 ,118.4, 165.3,34,falling,-2.6 ,-3.3, -1.9
13059,139.6 ,129.3, 150.4,143,falling,-2.3 ,-3.1, -1.5
13185,138.9 ,129, 149.4,151,falling,-2.0 ,-2.4, -1.6
13135,138.4 ,134.3, 142.5,1007,falling,-1.5 ,-1.6, -1.3
13073,138.1 ,129.6, 147,208,falling,-2.2 ,-2.6, -1.8
13089,135.8 ,131.9, 139.8,977,falling,-1.7 ,-1.9, -1.5
13007,135.5 ,92.8, 194.8,7,stable,-1.0 ,-3.0, 1.1
13167,135.2 ,108.1, 167.6,18,falling,-1.7 ,-2.8, -0.7
13037,134.7 ,99.9, 178.4,10,stable,-1.3 ,-7.1, 5.0
13117,131.8 ,124.6, 139.2,270,falling,-1.4 ,-2.0, -0.9
13113,130.6 ,122.1, 139.5,189,falling,-1.6 ,-2.1, -1.1
13235,129.7 ,106.4, 157.4,23,falling,-2.7 ,-3.6, -1.8
13093,126.5 ,104.7, 152,25,falling,-2.6 ,-3.2, -2.0
13307,117.4 ,76.9, 177.7,5,falling,-3.1 ,-5.0, -1.2
13183,116.4 ,91.9, 145.1,18,falling,-3.1 ,-4.3, -1.8
13219,115.8 ,101.6, 131.5,50,falling,-2.0 ,-2.7, -1.3
13101,97.5 ,57.7, 153.9,4,falling,-3.1 ,-5.1, -1.1
15000,127.8 ,125.5, 130.2,2445,falling,-1.1 ,-1.2, -1.1
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
15001,141.7 ,135.3, 148.3,411,falling,-1.3 ,-1.8, -0.8
15009,130.1 ,123.1, 137.3,281,falling,-1.3 ,-1.7, -0.8
15007,126.6 ,116.6, 137.2,129,falling,-2.0 ,-2.6, -1.4
15003,124.5 ,121.8, 127.4,1623,falling,-1.1 ,-1.4, -0.9
15005,* ,*, *,3 or fewer,*,*,*,*
19000,157.7 ,155.9, 159.5,6431,falling,-1.1 ,-1.3, -1.0
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
19177,215.5 ,178.2, 259.6,25,stable,0.6 ,-0.5, 1.7
19159,207.7 ,166.8, 258.2,20,stable,0.7 ,-0.3, 1.8
19135,203.8 ,168, 245.8,24,stable,0.4 ,-0.5, 1.3
19147,201.5 ,169, 239.2,31,stable,-0.7 ,-1.5, 0.1
19063,194.7 ,162.6, 232,29,stable,-0.2 ,-1.1, 0.6
19185,194.6 ,156.4, 240.5,20,stable,-0.4 ,-1.3, 0.4
19137,189.7 ,159.4, 224.9,31,stable,-0.5 ,-1.3, 0.2
19053,186.7 ,151.3, 228.8,21,stable,-0.2 ,-1.3, 0.8
19007,186.2 ,160.4, 215.8,39,stable,0.2 ,-0.8, 1.3
19179,185.8 ,168.5, 204.5,89,falling,-0.8 ,-1.2, -0.3
19035,181.2 ,153.7, 213,37,stable,-0.3 ,-1.1, 0.6
19083,181 ,158.7, 206.1,52,falling,-0.9 ,-1.5, -0.3
19171,179.2 ,155.7, 205.6,45,stable,-0.4 ,-0.9, 0.1
19001,178.5 ,144.2, 219.8,21,stable,0.3 ,-0.4, 1.1
19151,178.1 ,144.7, 218.6,22,stable,-1.0 ,-2.0, 0.0
19029,177 ,151.6, 206.1,38,falling,-4.3 ,-8.3, -0.1
19093,175.8 ,142.8, 215.7,21,stable,-0.1 ,-1.2, 1.0
19193,175.1 ,164.4, 186.3,207,falling,-0.6 ,-0.9, -0.4
19125,173.2 ,156.1, 191.8,78,stable,-0.4 ,-0.7, 0.0
19027,172.8 ,151.8, 196.1,55,stable,-0.5 ,-1.2, 0.2
19123,172.7 ,152.1, 195.6,54,stable,0.0 ,-0.5, 0.4
19183,172 ,151.6, 194.7,55,stable,-0.1 ,-0.8, 0.5
19155,171.8 ,161.3, 182.8,209,falling,-0.9 ,-1.2, -0.6
19073,171.4 ,142.2, 205.8,26,stable,-0.1 ,-0.9, 0.8
19119,170.1 ,142.1, 202.5,28,falling,-1.0 ,-1.9, -0.1
19139,169.9 ,154.3, 186.7,91,falling,-0.7 ,-1.2, -0.1
19039,169.8 ,138.8, 206.3,22,stable,0.1 ,-1.1, 1.2
19175,169.7 ,142.4, 201.1,30,stable,-0.7 ,-1.5, 0.1
19057,169.7 ,154.9, 185.6,103,falling,-0.8 ,-1.3, -0.2
19161,168.6 ,140, 202.4,29,stable,-0.3 ,-1.1, 0.5
19115,168.4 ,140.2, 201.1,26,stable,-0.7 ,-1.7, 0.4
19045,168.1 ,154.4, 182.8,117,falling,-0.9 ,-1.4, -0.5
19129,167.5 ,142.2, 196.3,33,stable,-0.6 ,-1.5, 0.2
19111,167.3 ,151.5, 184.6,86,falling,-1.2 ,-1.7, -0.7
19195,167.3 ,133.7, 207.8,19,stable,-1.0 ,-2.1, 0.0
19025,167 ,139.1, 199.9,28,stable,-0.4 ,-1.0, 0.3
19071,166.9 ,134, 206.8,20,stable,-1.0 ,-2.3, 0.2
19031,165.6 ,144, 189.9,45,stable,-0.6 ,-1.3, 0.1
19187,164.1 ,148.3, 181.2,84,falling,-0.9 ,-1.3, -0.4
19087,162.5 ,141.8, 185.8,46,falling,-0.8 ,-1.5, -0.1
19095,162 ,139.3, 187.8,39,falling,-0.7 ,-1.2, -0.1
19163,161.9 ,154.2, 170,343,falling,-1.0 ,-1.3, -0.7
19085,161.8 ,137.4, 189.7,34,falling,-1.2 ,-1.8, -0.6
19013,161.8 ,152.8, 171.1,261,falling,-1.2 ,-1.4, -0.9
19157,161.6 ,140.6, 185.4,46,falling,-0.6 ,-1.2, -0.1
19107,161.6 ,133.3, 194.9,26,stable,-0.8 ,-1.7, 0.1
19153,160.5 ,155.4, 165.8,780,falling,-2.6 ,-4.1, -1.1
19133,160.5 ,132.2, 194.3,26,falling,-1.5 ,-2.3, -0.6
19059,160.3 ,139.6, 183.9,49,falling,-0.8 ,-1.6, -0.1
19015,160.3 ,141.9, 180.6,58,stable,-0.5 ,-1.0, 0.0
19121,159.9 ,136.2, 186.8,34,falling,-1.1 ,-2.0, -0.3
19097,158.8 ,138.2, 182,46,falling,-0.8 ,-1.5, -0.1
19011,158.6 ,140.5, 178.6,58,falling,-1.2 ,-1.7, -0.7
19181,158.4 ,144.2, 173.7,94,falling,-0.7 ,-1.2, -0.1
19127,157 ,142.3, 172.9,88,falling,-1.3 ,-1.8, -0.8
19089,156.7 ,128.9, 189.6,24,stable,-0.5 ,-1.4, 0.4
19003,156.6 ,113.5, 213.9,10,stable,-0.7 ,-1.6, 0.3
19065,156.5 ,136.7, 178.8,49,falling,-1.1 ,-1.7, -0.5
19099,156.2 ,141.2, 172.5,84,falling,-0.9 ,-1.5, -0.4
19075,156.2 ,132, 184.2,31,stable,-0.4 ,-1.4, 0.7
19113,155.4 ,148.7, 162.4,416,falling,-1.1 ,-1.3, -0.9
19079,155 ,132.3, 180.9,37,falling,-1.3 ,-1.9, -0.7
19023,155 ,132.5, 180.7,38,falling,-1.3 ,-1.9, -0.6
19037,154.4 ,129.1, 183.8,28,stable,-0.7 ,-1.5, 0.1
19131,154.3 ,128.6, 184.6,28,falling,-1.3 ,-2.0, -0.5
19173,154.1 ,118.2, 198.6,15,stable,-0.3 ,-1.1, 0.6
19019,152.3 ,132.3, 174.8,43,falling,-1.2 ,-1.8, -0.6
19033,152.3 ,139, 166.8,105,falling,-1.4 ,-1.8, -1.1
19043,152.3 ,132, 175.4,45,falling,-1.0 ,-1.6, -0.5
19051,152.2 ,121.4, 189,18,stable,-0.3 ,-1.5, 0.8
19165,151.4 ,127.2, 179.7,31,stable,-0.3 ,-1.1, 0.5
19077,150.1 ,125.1, 179.7,27,stable,-0.7 ,-1.5, 0.1
19117,148.9 ,122, 181.2,22,stable,-0.8 ,-1.5, 0.0
19055,148.8 ,127.9, 172.5,38,falling,-0.9 ,-1.4, -0.4
19061,148.5 ,139.1, 158.5,193,falling,-1.5 ,-1.8, -1.2
19005,148.5 ,126, 174.5,34,stable,-0.7 ,-1.8, 0.3
19021,147.8 ,126, 172.3,36,falling,-1.0 ,-1.8, -0.2
19067,147.7 ,126.9, 171.4,38,falling,-1.4 ,-2.0, -0.8
19105,144.6 ,125.9, 165.6,46,falling,-1.2 ,-1.8, -0.7
19017,143.7 ,126.4, 163,52,falling,-1.3 ,-1.9, -0.8
19141,143.6 ,121.6, 169,34,stable,-0.8 ,-1.7, 0.0
19091,142.6 ,115.6, 174.9,22,falling,-1.5 ,-2.2, -0.8
19145,142.6 ,122.1, 166.2,37,stable,-0.7 ,-1.5, 0.1
19143,141.5 ,108.7, 182.6,14,stable,-0.3 ,-1.4, 0.8
19109,140.7 ,119.5, 165.2,37,falling,-1.3 ,-1.8, -0.8
19169,139.5 ,128.5, 151.2,124,falling,-0.9 ,-1.3, -0.6
19041,137.9 ,117.9, 160.8,36,falling,-0.8 ,-1.5, -0.1
19009,137.5 ,107.1, 176.4,15,stable,-0.7 ,-2.0, 0.7
19149,137.2 ,120.3, 156,50,falling,-1.1 ,-1.8, -0.5
19047,134.8 ,114, 158.5,31,falling,-1.2 ,-2.0, -0.5
19049,134 ,122.8, 145.8,110,falling,-2.3 ,-2.9, -1.7
19103,133 ,124.1, 142.4,176,falling,-2.1 ,-2.5, -1.6
19189,133 ,109.1, 161.5,23,stable,-0.6 ,-1.5, 0.4
19101,131.7 ,111.7, 154.7,35,falling,-1.1 ,-1.7, -0.6
19197,131.2 ,108.9, 157.5,28,falling,-1.1 ,-1.9, -0.4
19069,131 ,106.2, 160.6,21,stable,-0.5 ,-1.4, 0.3
19081,123.6 ,100.9, 150.9,22,falling,-1.2 ,-2.3, -0.1
19191,117 ,100.2, 136.4,37,falling,-1.5 ,-2.1, -0.8
19167,114.7 ,100.4, 130.5,50,falling,-1.1 ,-1.6, -0.6
16000,149.7 ,147.3, 152.2,2946,falling,-0.9 ,-1.1, -0.8
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
16025,267.5 ,148.1, 449.5,4,*,*,*,*
16079,197.4 ,169.6, 229.2,40,stable,-0.6 ,-1.2, 0.0
16009,183.6 ,152.4, 220.3,27,stable,-0.3 ,-1.2, 0.5
16039,183.2 ,160.6, 208.2,49,falling,-0.9 ,-1.6, -0.3
16035,183 ,152.8, 218.9,30,stable,-0.5 ,-1.4, 0.4
16069,171.6 ,156.8, 187.6,104,falling,-0.6 ,-1.0, -0.1
16017,170.9 ,156.9, 186,121,falling,-1.0 ,-1.4, -0.6
16055,168.8 ,160.8, 177.2,349,falling,-0.8 ,-1.1, -0.6
16037,167.5 ,127.5, 220.1,13,stable,-0.3 ,-1.6, 1.0
16023,166.7 ,111, 244.1,7,stable,6.5 ,0.0, 13.3
16063,165.3 ,118.9, 223.7,9,stable,-0.4 ,-2.0, 1.2
16075,160.6 ,140.7, 182.6,49,falling,-1.0 ,-1.5, -0.4
16045,160 ,138.3, 184.5,42,falling,-1.0 ,-1.8, -0.3
16083,157.8 ,146.7, 169.5,155,falling,-0.7 ,-1.0, -0.4
