fips,age_adjusted_mr,lower_95_ci_for_mr,upper_95_ci_for_mr,avg_deaths_per_year,recent_mr_trend,recent_5-year_mr-trend,lower_95_ci_mr-trend,upper_95_ci_mr-trend
21135,232.7 ,201.9, 267.3,43,stable,0.0 ,-0.7, 0.7
21159,232.1 ,197, 272,33,stable,-0.5 ,-1.4, 0.4
21013,230.3 ,208.6, 253.8,86,falling,-0.8 ,-1.4, -0.3
21133,226.6 ,202.7, 252.7,70,falling,-0.6 ,-1.1, -0.1
21147,225.9 ,197.1, 258,47,falling,-0.9 ,-1.7, -0.1
21069,224.1 ,194.3, 257.5,43,stable,-0.2 ,-0.8, 0.5
21065,223.8 ,193.8, 257.6,43,stable,0.1 ,-0.6, 0.8
21175,222.8 ,190.7, 259.1,36,stable,0.4 ,-0.5, 1.3
21129,221.7 ,180, 271.2,21,stable,-0.2 ,-1.2, 0.7
21057,220 ,181.1, 266.1,24,stable,-0.2 ,-1.4, 1.0
21207,219.4 ,193.7, 247.9,56,stable,-0.1 ,-0.7, 0.5
21165,218 ,177.8, 265.8,22,stable,-1.0 ,-2.3, 0.4
21011,217.3 ,185.9, 253,35,stable,0.0 ,-0.6, 0.7
21195,216.7 ,202.2, 232,177,stable,-0.4 ,-0.7, 0.0
21225,216.6 ,186.3, 250.6,39,stable,-0.5 ,-1.2, 0.2
21173,215.4 ,193.3, 239.4,72,falling,-0.7 ,-1.4, -0.1
21183,214 ,191.3, 238.8,67,falling,-0.6 ,-1.2, -0.1
21031,213.4 ,183, 247.8,37,stable,-0.7 ,-1.4, 0.0
21119,212.7 ,184.7, 244.2,44,stable,-0.3 ,-1.0, 0.4
21153,211.9 ,180.2, 247.9,34,stable,-0.7 ,-1.6, 0.2
21141,211.6 ,190.5, 234.7,76,stable,-0.5 ,-1.0, 0.0
21085,211.1 ,189.4, 234.7,73,stable,-2.7 ,-6.6, 1.4
21137,210.4 ,188.4, 234.4,69,falling,-0.6 ,-1.1, -0.1
21219,209.9 ,178.2, 245.9,32,stable,-0.8 ,-1.8, 0.2
21039,209.2 ,164.6, 263.9,16,stable,-0.5 ,-1.7, 0.7
21233,208.8 ,178.6, 243,36,stable,-0.7 ,-1.3, 0.0
21077,208.3 ,168, 255.7,20,falling,-1.0 ,-2.0, -0.1
21043,207.8 ,187.3, 230.2,78,falling,-1.0 ,-1.5, -0.5
21053,207.3 ,174.9, 244.6,30,stable,-0.3 ,-1.2, 0.5
21217,207.1 ,185.5, 230.7,70,stable,0.0 ,-0.5, 0.6
21149,205.5 ,171.6, 244.8,27,stable,-0.7 ,-1.5, 0.0
21081,205.4 ,180.8, 232.5,53,falling,-0.9 ,-1.6, -0.2
21169,204.2 ,171.9, 241.6,29,stable,-0.1 ,-1.1, 0.9
21005,204.2 ,180.1, 230.6,54,stable,-0.2 ,-0.9, 0.6
21199,203.9 ,190.3, 218.2,177,falling,-0.9 ,-1.3, -0.4
21229,203.8 ,173.7, 238,34,stable,-0.4 ,-1.5, 0.7
21103,203.1 ,175.8, 233.6,42,stable,-0.3 ,-0.9, 0.4
21213,202.9 ,177, 231.6,46,stable,0.3 ,-0.4, 1.0
21107,202.6 ,186.6, 219.7,124,falling,-0.8 ,-1.3, -0.4
21223,201.6 ,164.5, 245.2,22,stable,-0.3 ,-1.4, 0.8
21125,200.4 ,186, 215.7,149,stable,-0.5 ,-1.0, 0.0
21161,200.1 ,174.2, 229,45,stable,-0.4 ,-1.0, 0.2
21163,199.3 ,177.2, 223.5,63,falling,-0.8 ,-1.4, -0.2
21017,198.3 ,175.1, 224.1,55,falling,-1.5 ,-2.2, -0.7
21091,198.2 ,162.1, 240.4,22,stable,-0.5 ,-1.7, 0.7
21019,197.2 ,182.3, 213.1,135,falling,-1.0 ,-1.4, -0.6
21123,196.9 ,169.2, 228.3,37,stable,-0.6 ,-1.3, 0.2
21097,196.8 ,172.6, 223.7,49,stable,-0.5 ,-1.1, 0.1
21109,196.5 ,167.5, 229.4,35,stable,-0.6 ,-1.5, 0.3
21089,196.5 ,179.7, 214.5,105,falling,-0.9 ,-1.4, -0.4
21201,196 ,134.4, 281.7,7,stable,-0.3 ,-2.0, 1.4
21139,195.3 ,163.4, 232.6,29,stable,-0.5 ,-1.3, 0.4
21191,194.8 ,166.2, 227.1,35,falling,-0.9 ,-1.6, -0.3
21049,194.5 ,176.9, 213.5,93,falling,-6.0 ,-11.4, -0.3
21075,194.1 ,154.4, 242.1,17,stable,-0.7 ,-1.4, 0.0
21055,194 ,161.1, 232.4,26,stable,-0.7 ,-1.7, 0.4
21027,192.2 ,169.8, 217.2,56,falling,-1.2 ,-1.7, -0.7
21157,191 ,173.4, 210.1,92,stable,-0.5 ,-1.0, 0.0
21205,190.9 ,167.3, 217,49,stable,0.1 ,-0.7, 0.9
21009,190.1 ,174.3, 207,110,falling,-0.6 ,-1.1, -0.1
21231,189.5 ,167.6, 213.9,57,falling,-0.7 ,-1.2, -0.2
21045,189.5 ,164.7, 217.3,44,falling,-4.7 ,-7.1, -2.2
21101,189.1 ,173.5, 205.8,114,falling,-0.7 ,-1.2, -0.2
21177,188.9 ,170.8, 208.6,82,falling,-0.8 ,-1.3, -0.3
21087,187.8 ,159.3, 220.6,32,stable,0.2 ,-0.7, 1.1
21023,187.6 ,152.1, 229.5,20,stable,-0.8 ,-1.8, 0.2
21093,187.2 ,176.1, 198.7,223,falling,-0.7 ,-1.0, -0.4
21167,186.8 ,165.3, 210.6,57,falling,-0.8 ,-1.5, -0.1
21203,186.6 ,161.3, 215.1,41,stable,-0.5 ,-1.2, 0.1
21155,184.5 ,160.3, 211.5,44,falling,-1.0 ,-1.8, -0.1
21179,184.4 ,168.1, 201.9,99,falling,-1.3 ,-1.9, -0.8
21079,183.2 ,159, 210.3,43,stable,-0.8 ,-1.5, 0.0
21063,182.2 ,147.2, 224.1,19,falling,-1.8 ,-3.1, -0.4
21151,182.1 ,169.9, 195,171,falling,-1.1 ,-1.7, -0.5
21073,181 ,166.4, 196.6,118,falling,-1.3 ,-1.7, -0.9
21117,179.6 ,170.8, 188.8,327,falling,-1.9 ,-2.5, -1.3
21021,177.7 ,159.5, 197.5,73,falling,-1.3 ,-1.9, -0.7
21083,175.8 ,159.5, 193.5,89,falling,-0.7 ,-1.1, -0.3
21003,175.7 ,153.5, 200.3,47,stable,-0.6 ,-1.4, 0.1
21221,174.3 ,150, 202.1,40,falling,-1.6 ,-2.3, -0.9
21047,174.1 ,160.2, 189,118,falling,-1.0 ,-1.4, -0.6
21037,173.9 ,162.9, 185.6,193,falling,-1.5 ,-1.8, -1.2
21145,173.4 ,161.5, 186.1,165,falling,-1.1 ,-1.4, -0.8
21059,171.7 ,161.5, 182.4,220,falling,-1.1 ,-1.4, -0.7
21113,171.3 ,156.6, 187,104,falling,-1.6 ,-2.0, -1.1
21111,170.9 ,167.1, 174.8,1604,falling,-1.9 ,-2.2, -1.7
21061,170.7 ,144.1, 201.5,31,falling,-1.3 ,-1.9, -0.7
21211,170.7 ,155.1, 187.4,93,falling,-1.4 ,-2.0, -0.7
21227,170.7 ,160.5, 181.3,219,falling,-1.3 ,-1.6, -1.0
21143,168.1 ,138.8, 203.4,25,falling,-1.1 ,-2.1, -0.1
21033,167.9 ,142.5, 197.2,32,stable,-0.7 ,-1.5, 0.0
21035,165.2 ,149, 182.8,80,stable,-0.4 ,-0.8, 0.1
21029,164.2 ,152.4, 176.6,154,falling,-1.7 ,-2.1, -1.2
21209,163.1 ,147.3, 180.1,83,falling,-1.7 ,-2.2, -1.1
21007,163 ,132, 200.2,20,falling,-1.8 ,-2.7, -0.8
21187,162.6 ,133.7, 196.3,23,falling,-1.4 ,-2.3, -0.4
21239,162 ,143, 183,56,falling,-3.0 ,-5.0, -1.1
21105,158.9 ,121.6, 207.1,13,stable,-0.6 ,-1.8, 0.5
21215,156.1 ,131.6, 183.8,32,falling,-1.5 ,-2.3, -0.8
21067,155.7 ,149.6, 162,509,falling,-1.7 ,-1.9, -1.5
21001,155.5 ,134.3, 179.5,40,falling,-1.2 ,-1.9, -0.5
21015,151.9 ,142.4, 161.8,204,falling,-2.5 ,-3.3, -1.7
21185,149.9 ,136.5, 164.4,100,falling,-1.5 ,-2.0, -1.0
22000,172.5 ,170.9, 174.1,9385,falling,-1.7 ,-1.8, -1.6
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
22035,271.3 ,222.1, 328.4,22,stable,0.1 ,-0.8, 1.0
22065,221.3 ,185.4, 262.3,28,falling,-1.3 ,-2.1, -0.4
22115,211.4 ,192.6, 231.6,95,stable,0.1 ,-0.5, 0.7
22025,211.3 ,176, 252.1,26,stable,0.1 ,-0.8, 1.0
22081,206.4 ,171.3, 247.4,25,stable,0.1 ,-1.0, 1.1
22067,206 ,184.4, 229.6,71,falling,-0.6 ,-1.1, -0.1
22029,205.8 ,181.2, 233.1,53,falling,-0.6 ,-1.1, -0.1
22053,204.5 ,184.5, 226.2,79,falling,-0.7 ,-1.1, -0.3
22101,202.8 ,187.1, 219.4,130,falling,-1.2 ,-1.6, -0.8
22097,201.7 ,189.2, 214.8,202,falling,-0.7 ,-0.9, -0.4
22117,197.9 ,182.1, 214.8,122,falling,-1.0 ,-1.4, -0.6
22123,197.3 ,166.5, 232.7,30,falling,-1.3 ,-2.0, -0.6
22031,196.7 ,176.4, 219,71,falling,-1.2 ,-1.9, -0.6
22069,196.3 ,178.2, 215.8,90,falling,-1.0 ,-1.5, -0.4
22013,195.4 ,168, 226.4,39,stable,-0.6 ,-1.3, 0.0
22109,195.2 ,184.2, 206.7,244,falling,-0.9 ,-1.2, -0.6
22009,192.8 ,175.9, 211,99,falling,-2.5 ,-4.1, -0.8
22001,192.7 ,178.5, 207.9,141,falling,-1.1 ,-1.5, -0.7
22119,191.3 ,175.2, 208.7,108,falling,-1.1 ,-1.5, -0.7
22073,191.3 ,182.1, 200.8,336,falling,-0.5 ,-0.9, -0.1
22049,190.7 ,165.3, 219.3,43,stable,-0.7 ,-1.4, 0.1
22039,190.5 ,171.6, 211,76,falling,-0.8 ,-1.3, -0.4
22011,188.8 ,170.6, 208.4,82,falling,-0.7 ,-1.2, -0.1
22003,188.7 ,166.9, 212.7,55,falling,-1.2 ,-2.3, -0.2
22037,187 ,163.5, 213.1,49,falling,-1.0 ,-1.5, -0.4
22019,186.4 ,178.4, 194.6,428,falling,-1.2 ,-1.5, -0.9
22047,184.2 ,165.5, 204.5,74,falling,-1.0 ,-1.4, -0.5
22045,183.8 ,170.6, 197.7,152,falling,-1.2 ,-1.6, -0.8
22111,183.4 ,162.2, 206.8,59,falling,-1.3 ,-2.0, -0.7
22057,183.1 ,172.2, 194.6,215,falling,-0.8 ,-1.2, -0.4
22017,182.7 ,175.9, 189.7,571,falling,-1.0 ,-1.2, -0.9
22105,182.2 ,172.2, 192.7,261,falling,-1.4 ,-1.7, -1.1
22007,180.5 ,158.6, 204.7,52,falling,-1.4 ,-1.9, -0.8
22087,180.3 ,162.1, 200,77,falling,-4.6 ,-7.1, -1.9
22083,176.7 ,154.1, 201.9,46,falling,-1.6 ,-2.2, -1.0
22021,175.3 ,143.9, 212,23,stable,-0.9 ,-1.8, 0.0
22099,174.8 ,160, 190.6,108,falling,-1.4 ,-1.9, -1.0
22075,173.5 ,150.9, 198.7,44,falling,-1.8 ,-2.6, -0.9
22027,173.2 ,149.2, 200.4,39,falling,-1.0 ,-1.5, -0.4
22127,173.1 ,147.6, 202.1,34,falling,-1.1 ,-1.8, -0.4
22091,172.7 ,143.3, 207.1,25,stable,-1.0 ,-2.0, 0.0
22085,170.8 ,151.2, 192.6,59,falling,-1.1 ,-1.7, -0.5
22095,170.6 ,153.9, 188.7,82,falling,-1.7 ,-2.4, -1.0
22061,169 ,152.7, 186.6,81,falling,-1.1 ,-1.6, -0.6
22079,168.6 ,159.5, 178,268,falling,-1.3 ,-1.6, -1.0
22089,166.9 ,151.5, 183.4,93,falling,-1.1 ,-1.6, -0.5
22043,166.6 ,144.6, 191.1,43,falling,-1.3 ,-2.0, -0.6
22121,165.8 ,145, 188.7,48,falling,-2.1 ,-2.9, -1.3
22055,163.9 ,156.7, 171.4,404,falling,-2.1 ,-2.7, -1.6
22093,163.8 ,142.4, 187.7,45,falling,-1.5 ,-2.2, -0.9
22015,163.6 ,154, 173.5,226,falling,-1.7 ,-2.1, -1.3
22041,163.6 ,142.4, 187.2,45,falling,-1.5 ,-2.2, -0.7
22051,162.7 ,157.9, 167.6,905,falling,-1.9 ,-2.3, -1.6
22063,162.6 ,153.1, 172.6,232,falling,-1.8 ,-2.1, -1.5
22113,162.1 ,149.1, 176,118,falling,-2.8 ,-3.8, -1.7
22125,161.8 ,136.6, 190.7,31,falling,-2.4 ,-3.4, -1.5
22033,159.6 ,154.4, 164.9,749,falling,-1.4 ,-1.6, -1.2
22059,159.3 ,134.6, 187.5,30,falling,-1.3 ,-2.1, -0.5
22071,154.9 ,149.6, 160.4,682,falling,-3.2 ,-3.7, -2.6
22103,154.4 ,148.1, 160.8,487,falling,-1.5 ,-1.7, -1.3
22077,154.3 ,135.3, 175.7,51,falling,-1.6 ,-2.3, -0.9
22107,152.8 ,117.5, 198.6,13,falling,-1.9 ,-3.2, -0.6
22005,138.9 ,129, 149.3,159,falling,-2.1 ,-2.5, -1.7
22023,106.4 ,77.9, 142.8,10,falling,-7.1 ,-9.8, -4.3
25000,146.9 ,145.7, 148,12724,falling,-2.0 ,-2.1, -1.9
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
25013,159.2 ,154.6, 163.9,955,falling,-1.3 ,-1.5, -1.1
25027,156.2 ,152.7, 159.8,1573,falling,-1.4 ,-1.6, -1.3
25005,155.6 ,151.5, 159.8,1140,falling,-1.6 ,-1.8, -1.5
25023,155 ,150.8, 159.3,1074,falling,-2.1 ,-2.4, -1.8
25003,152.9 ,145.2, 160.9,327,falling,-1.5 ,-1.7, -1.2
25001,151.3 ,145.9, 157,676,falling,-1.4 ,-1.5, -1.2
25011,149 ,138.4, 160.2,162,falling,-1.3 ,-1.7, -1.0
25021,143.3 ,139.8, 146.9,1321,falling,-1.9 ,-2.0, -1.7
25015,143.2 ,135.7, 151.1,287,falling,-1.5 ,-1.8, -1.2
25025,142.6 ,138.8, 146.5,1079,falling,-4.1 ,-5.1, -3.0
25009,140.7 ,137.4, 144,1446,falling,-2.4 ,-2.6, -2.3
25017,138.1 ,135.7, 140.5,2630,falling,-2.2 ,-2.4, -2.0
25007,134.3 ,114.9, 156.6,37,falling,-2.4 ,-3.0, -1.7
25019,124.6 ,98.1, 156.4,16,falling,-3.2 ,-4.3, -2.1
24000,151.5 ,150.2, 152.9,10789,falling,-1.8 ,-1.9, -1.8
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
24510,194.7 ,189.8, 199.6,1301,falling,-1.7 ,-1.8, -1.5
24045,190.1 ,179.1, 201.7,231,falling,-1.1 ,-1.5, -0.7
24019,188 ,170.7, 206.7,93,falling,-1.5 ,-2.0, -1.1
24015,185.2 ,174.3, 196.7,226,falling,-1.1 ,-1.4, -0.9
24039,183.9 ,163.1, 206.7,59,falling,-1.7 ,-2.2, -1.2
24037,167.7 ,157.1, 178.7,197,falling,-1.1 ,-1.4, -0.8
24011,166.4 ,149.1, 185.3,70,falling,-1.7 ,-2.2, -1.1
24005,164 ,160.5, 167.5,1789,falling,-1.5 ,-1.7, -1.3
24043,162.3 ,154.3, 170.6,320,falling,-1.2 ,-1.4, -0.9
24017,161.9 ,152.9, 171.2,259,falling,-1.7 ,-2.0, -1.4
24047,161.6 ,149.8, 174.2,158,falling,-1.5 ,-1.8, -1.2
24001,159.5 ,148.8, 171,170,falling,-1.2 ,-1.5, -0.9
24025,158.5 ,152.2, 165,491,falling,-1.5 ,-1.6, -1.3
24009,158.2 ,147.4, 169.6,169,falling,-1.7 ,-2.1, -1.2
24013,152.7 ,145.3, 160.5,329,falling,-1.5 ,-1.8, -1.3
24003,151.9 ,147.6, 156.3,983,falling,-1.8 ,-1.9, -1.6
24033,149.9 ,146.3, 153.6,1392,falling,-2.2 ,-2.3, -2.0
24035,149.6 ,136.6, 163.5,102,falling,-1.5 ,-2.0, -1.1
24021,142 ,135.8, 148.5,405,falling,-1.6 ,-1.9, -1.4
24023,138.8 ,123.8, 155.4,66,falling,-1.0 ,-1.5, -0.5
24029,134.6 ,118.1, 153.5,51,falling,-2.2 ,-2.8, -1.5
24041,122.6 ,111.1, 135.4,94,falling,-1.7 ,-2.2, -1.2
24027,120.1 ,114.8, 125.6,398,falling,-2.3 ,-2.6, -2.0
24031,114.6 ,111.9, 117.4,1434,falling,-1.9 ,-2.1, -1.8
23000,168 ,165.4, 170.7,3350,falling,-1.3 ,-1.4, -1.2
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
23021,205 ,182.3, 230.5,64,falling,-0.8 ,-1.3, -0.3
23025,197.5 ,183.2, 212.9,149,falling,-1.0 ,-1.4, -0.6
23029,192.1 ,175.1, 210.6,102,falling,-0.8 ,-1.3, -0.4
23001,179.9 ,170, 190.3,256,falling,-1.1 ,-1.4, -0.8
23007,178.4 ,160.8, 197.7,81,falling,-1.0 ,-1.5, -0.5
23013,177.3 ,162.9, 192.9,123,falling,-0.8 ,-1.3, -0.4
23019,176.2 ,168, 184.6,370,falling,-1.2 ,-1.4, -1.0
23011,175.6 ,166.8, 184.7,316,falling,-1.2 ,-1.4, -0.9
23017,175 ,162.7, 188.2,160,falling,-1.1 ,-1.3, -0.9
23031,167.5 ,160.9, 174.4,509,falling,-1.2 ,-1.4, -1.1
23027,162.8 ,148.1, 178.7,98,falling,-1.4 ,-1.8, -1.0
23003,161.2 ,150.5, 172.6,185,falling,-2.7 ,-4.3, -1.0
23023,157.7 ,143, 173.8,89,falling,-1.7 ,-2.3, -1.2
23009,157.6 ,145.9, 170.2,145,falling,-1.9 ,-2.2, -1.6
23015,152.5 ,138.9, 167.3,101,falling,-1.7 ,-2.1, -1.2
23005,151 ,145.5, 156.6,601,falling,-2.1 ,-2.5, -1.7
26000,162.7 ,161.6, 163.7,20843,falling,-1.4 ,-1.6, -1.2
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
26035,215.1 ,196.5, 235.4,107,falling,-0.6 ,-1.0, -0.2
26143,210.5 ,190.4, 232.8,104,stable,-0.2 ,-0.8, 0.4
26119,204.9 ,173.2, 242.4,38,stable,-0.6 ,-1.6, 0.3
26129,194.2 ,173.9, 216.7,74,falling,-1.3 ,-1.8, -0.7
26079,194.1 ,169.3, 221.9,48,stable,-0.6 ,-1.2, 0.0
26153,190.2 ,159.3, 227.1,29,stable,-0.1 ,-0.7, 0.4
26151,188.2 ,172.8, 204.8,118,stable,-3.2 ,-16.4, 12.2
26085,186.3 ,159.9, 216.9,43,falling,-1.9 ,-2.5, -1.3
26101,185.4 ,167.3, 205.4,82,falling,-1.1 ,-1.5, -0.7
26013,184.4 ,152.2, 222.5,24,stable,-0.4 ,-1.2, 0.4
26075,184.3 ,176, 192.9,390,falling,-0.9 ,-1.2, -0.6
26003,181.6 ,151.8, 217,29,falling,-1.0 ,-1.9, -0.2
26095,180.4 ,143.8, 224.9,18,falling,-1.4 ,-2.5, -0.3
26051,180 ,161.8, 200.1,82,falling,-0.9 ,-1.5, -0.4
26107,179.9 ,163.8, 197.2,100,falling,-0.7 ,-1.1, -0.3
26097,179.8 ,153.7, 210.3,37,falling,-1.6 ,-2.3, -0.8
26025,179.4 ,170.5, 188.7,318,falling,-1.0 ,-1.2, -0.7
26001,178.7 ,153.8, 208.7,44,falling,-0.9 ,-1.4, -0.4
26121,178.5 ,170.5, 186.7,394,falling,-0.7 ,-1.0, -0.5
26023,178.4 ,163, 195,103,falling,-0.6 ,-1.1, -0.1
26007,178.4 ,161.6, 196.8,88,falling,-0.9 ,-1.4, -0.4
26059,177.8 ,163.1, 193.5,116,falling,-0.7 ,-1.1, -0.3
26133,177.1 ,157.5, 198.8,63,falling,-0.9 ,-1.3, -0.4
26039,176.3 ,152.7, 203.5,44,falling,-0.7 ,-1.2, -0.2
26149,174.8 ,161.8, 188.5,141,falling,-1.1 ,-1.4, -0.7
26163,174.7 ,172.1, 177.3,3662,falling,-2.1 ,-2.6, -1.6
26017,174.6 ,165, 184.6,266,falling,-0.9 ,-1.1, -0.7
26041,174.1 ,159.2, 190.3,109,falling,-0.9 ,-1.4, -0.5
26049,173.4 ,168.3, 178.6,931,falling,-1.6 ,-2.1, -1.1
26027,173 ,159.7, 187.3,133,stable,-0.2 ,-2.1, 1.8
26115,172.9 ,164.7, 181.5,347,falling,-1.1 ,-1.3, -0.8
26057,172.6 ,156.8, 189.7,91,falling,-0.6 ,-1.1, -0.1
26159,172.2 ,160.5, 184.6,170,falling,-0.9 ,-1.3, -0.5
26033,172.2 ,156.1, 189.6,86,falling,-0.6 ,-1.1, -0.1
26087,172.1 ,161.4, 183.5,202,falling,-0.9 ,-1.3, -0.5
26011,172 ,149.3, 197.9,46,falling,-1.1 ,-1.6, -0.5
26127,171.7 ,153.4, 191.9,68,falling,-0.9 ,-1.5, -0.3
26123,171.6 ,157.6, 186.7,117,falling,-1.0 ,-1.5, -0.5
26091,171.6 ,161.6, 182.2,230,falling,-0.8 ,-1.1, -0.6
26165,171.4 ,154.7, 189.7,81,falling,-3.8 ,-6.5, -1.1
26135,171.3 ,140.6, 208.2,26,falling,-1.1 ,-2.0, -0.2
26157,171 ,158, 184.9,135,falling,-0.8 ,-1.2, -0.3
26067,170.9 ,157.4, 185.3,124,falling,-1.0 ,-1.4, -0.6
26147,170.6 ,162.8, 178.7,380,falling,-1.2 ,-1.4, -0.9
26069,170.2 ,153.7, 188.7,87,falling,-1.3 ,-1.7, -0.8
26099,169.6 ,166.2, 173.1,1919,falling,-1.0 ,-1.1, -0.8
26061,169.4 ,152.5, 187.7,78,falling,-1.0 ,-1.5, -0.5
26155,167.6 ,155.8, 180.1,157,falling,-1.0 ,-1.4, -0.7
26117,167.1 ,154.7, 180.2,141,falling,-1.1 ,-1.5, -0.6
26021,166.3 ,158.7, 174.3,376,falling,-1.1 ,-1.4, -0.8
26063,166.2 ,150.9, 183,94,falling,-0.7 ,-1.1, -0.4
26031,165.7 ,149.1, 184.2,79,falling,-1.0 ,-1.6, -0.3
26005,165.1 ,155.6, 175.1,236,falling,-1.0 ,-1.3, -0.7
26047,163.7 ,148.3, 180.5,88,stable,-0.6 ,-1.1, 0.0
26109,162.5 ,145.1, 182,68,stable,-0.6 ,-1.2, 0.1
26131,162.4 ,133.2, 201.5,24,stable,-0.6 ,-1.6, 0.4
26071,162.3 ,137.7, 191.4,39,falling,-1.3 ,-2.0, -0.7
26137,161.4 ,142.8, 182,58,falling,-0.9 ,-1.5, -0.2
26145,160.5 ,153.7, 167.6,435,falling,-1.3 ,-1.5, -1.1
26045,160 ,150.8, 169.7,236,falling,-0.8 ,-1.1, -0.4
26105,159.3 ,143, 177.2,76,falling,-1.0 ,-1.5, -0.4
26141,159.3 ,136.3, 186.2,43,falling,-1.1 ,-1.8, -0.3
26065,157.6 ,151.1, 164.3,464,falling,-0.9 ,-1.2, -0.6
26073,157.4 ,143.9, 171.9,103,falling,-1.0 ,-1.6, -0.4
26029,157 ,139.8, 176.1,68,falling,-1.2 ,-1.7, -0.6
26053,156.3 ,135.5, 180.3,44,falling,-1.2 ,-1.9, -0.6
26015,156 ,143.8, 169,129,falling,-1.0 ,-1.5, -0.5
26103,154.2 ,142.7, 166.5,142,falling,-0.9 ,-1.4, -0.5
26009,152.1 ,135.3, 171,66,falling,-1.5 ,-2.1, -1.0
26043,151 ,134.4, 169.5,65,falling,-1.1 ,-1.5, -0.7
26077,150.6 ,144.3, 157.1,444,falling,-1.2 ,-1.5, -0.9
26081,148 ,143.9, 152.2,1020,falling,-1.2 ,-1.4, -1.1
26093,146.3 ,139.4, 153.6,352,falling,-1.6 ,-1.9, -1.4
26111,144.6 ,134.7, 155.1,166,stable,2.5 ,-1.2, 6.4
26125,143.1 ,140.4, 145.8,2287,falling,-1.5 ,-1.6, -1.3
26113,142.9 ,121.1, 168.1,33,stable,-0.7 ,-1.5, 0.2
26037,141.1 ,130.6, 152.3,138,falling,-1.4 ,-1.8, -1.0
26161,139.8 ,134.4, 145.4,527,falling,-1.5 ,-1.7, -1.3
26019,138.8 ,119.6, 160.7,43,falling,-1.3 ,-2.1, -0.4
26055,137.5 ,128.5, 147,184,falling,-1.5 ,-1.9, -1.1
26139,135.4 ,129.7, 141.3,436,falling,-1.1 ,-1.3, -0.8
26089,123.8 ,107.8, 142.1,54,falling,-1.6 ,-2.2, -0.9
26083,118.5 ,74.8, 191.7,6,falling,-2.6 ,-4.1, -1.1
27000,147 ,145.7, 148.3,9926,falling,-1.4 ,-1.5, -1.3
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
27087,199.5 ,155.7, 252.8,15,stable,-0.2 ,-1.0, 0.6
27095,186.7 ,166.6, 208.8,65,stable,-0.5 ,-1.1, 0.1
27159,185.8 ,160, 215.1,41,stable,-0.1 ,-0.8, 0.6
27167,183.5 ,145.8, 229.2,17,stable,-0.6 ,-1.6, 0.4
27023,178 ,151.1, 208.9,35,stable,0.6 ,-0.3, 1.5
27143,174.5 ,149.5, 202.9,37,stable,-0.4 ,-1.1, 0.3
27061,173.9 ,160.1, 188.8,128,falling,-1.1 ,-1.5, -0.7
27081,171.3 ,134.3, 217.1,18,stable,0.0 ,-1.8, 1.7
27091,171 ,150.9, 193.6,59,stable,-0.3 ,-1.1, 0.4
27043,171 ,146.7, 198.8,40,stable,-0.1 ,-0.7, 0.5
27119,169.6 ,152.3, 188.6,75,stable,2.2 ,-15.0, 22.9
27029,166.8 ,136.3, 202.9,22,stable,-0.7 ,-1.4, 0.1
27021,165.2 ,148.8, 183.3,84,falling,-0.8 ,-1.2, -0.3
27115,165 ,148.3, 183.3,74,falling,-1.0 ,-1.6, -0.3
27125,164.7 ,118.9, 224.1,9,stable,-0.3 ,-1.4, 0.8
27079,162.4 ,144.3, 182.3,60,falling,-0.7 ,-1.3, -0.1
27133,162.1 ,133.6, 195.9,24,stable,-0.5 ,-1.3, 0.3
27137,161.3 ,154.5, 168.3,460,falling,-0.9 ,-1.2, -0.7
27017,161 ,145, 178.3,77,stable,-0.7 ,-1.3, 0.0
27107,160.1 ,127.6, 199.9,18,stable,-0.9 ,-1.9, 0.1
27001,159.6 ,139.5, 182.9,56,falling,-1.3 ,-1.9, -0.6
27071,158.8 ,135.7, 185.8,36,falling,-1.1 ,-1.9, -0.2
27041,158.8 ,144.2, 174.6,97,stable,-0.5 ,-1.0, 0.0
27035,158.4 ,147.3, 170.3,162,falling,-0.9 ,-1.3, -0.6
27015,158.4 ,140.8, 177.9,66,stable,-0.6 ,-1.1, 0.0
27083,158.2 ,138.8, 179.7,51,stable,-0.3 ,-1.0, 0.4
27057,157.9 ,139, 179.2,56,falling,-1.0 ,-1.7, -0.3
27169,157.3 ,143.3, 172.4,100,falling,-1.0 ,-1.4, -0.7
27059,157.2 ,141.6, 174.2,76,stable,-0.4 ,-1.0, 0.2
27049,157 ,143.7, 171.3,109,falling,-0.8 ,-1.2, -0.4
27117,156.9 ,129.3, 189.6,25,stable,-0.4 ,-1.3, 0.4
27011,156.6 ,120.9, 202.2,16,falling,-1.7 ,-2.6, -0.8
27151,156.5 ,128.1, 190.2,24,falling,-1.3 ,-2.0, -0.6
27105,156.3 ,135.6, 179.4,43,falling,-0.8 ,-1.4, -0.1
27099,156.2 ,141.5, 172.1,90,falling,-1.0 ,-1.5, -0.5
27129,155.7 ,133.1, 181.6,37,stable,-0.7 ,-1.3, 0.0
