fips,age_adjusted_ir,lower_95_ci_for_ir,upper_95_ci_for_ir,avg_annual_incidences,recent_trend,recent_5-year_ir-trend,lower_95_ci_for_ir-trend,upper_95_ci_for_ir-trend
40077,485.7 ,433.7, 542.6,71,stable,1.0 ,-1.1, 3.1
40059,482.7 ,398.2, 581.1,25,stable,-0.7 ,-2.8, 1.4
40071,480 ,454.1, 507,280,stable,-0.9 ,-1.7, 0.0
40087,479.2 ,450.5, 509.3,217,falling,-0.9 ,-1.7, -0.1
40115,479 ,448, 511.6,190,stable,0.1 ,-0.9, 1.1
40097,477.5 ,450.7, 505.6,255,stable,-0.7 ,-1.6, 0.2
40037,474.8 ,454.5, 495.8,436,stable,-0.5 ,-1.3, 0.2
40083,473.9 ,447.6, 501.4,257,stable,-0.6 ,-1.5, 0.4
40101,473.5 ,452.5, 495.2,404,stable,-0.5 ,-1.2, 0.2
40143,472.7 ,465.4, 480.2,3287,falling,-1.0 ,-1.5, -0.5
40151,472.4 ,413.9, 537.2,51,stable,0.5 ,-1.2, 2.3
40055,471.8 ,403.3, 549.2,35,stable,-0.5 ,-2.8, 1.8
40105,471.4 ,420.9, 526.7,68,stable,0.0 ,-1.5, 1.6
40053,468.9 ,392.6, 557,29,stable,-0.1 ,-1.7, 1.5
40117,468.9 ,427.7, 513.2,103,stable,0.2 ,-1.0, 1.4
40123,467.8 ,439.6, 497.3,215,stable,-0.6 ,-1.2, 0.0
40049,466.7 ,434.1, 501.2,162,stable,-0.8 ,-2.0, 0.4
40137,465.1 ,440, 491.3,278,stable,-0.5 ,-1.1, 0.1
40011,464.5 ,411.5, 523,60,stable,-0.1 ,-1.4, 1.2
40141,463.2 ,404.1, 529.1,48,stable,-0.1 ,-1.8, 1.7
40035,462.4 ,420.4, 507.9,94,stable,-0.7 ,-1.8, 0.4
40003,459.4 ,395.9, 531.4,39,stable,-0.1 ,-2.1, 1.9
40079,458.5 ,434.5, 483.5,290,stable,6.9 ,0.0, 14.2
40107,457.6 ,410.2, 509.2,71,stable,-0.9 ,-2.0, 0.2
40063,456.8 ,412.2, 505.3,81,stable,-1.1 ,-2.2, 0.1
40021,456.7 ,431.2, 483.3,256,stable,-0.5 ,-1.3, 0.3
40131,455.8 ,437.8, 474.5,502,stable,0.1 ,-0.5, 0.7
40031,454.9 ,437.7, 472.6,547,stable,0.1 ,-0.6, 0.8
40095,453.4 ,414.7, 495.2,110,stable,-0.5 ,-1.6, 0.7
40015,452.1 ,420.9, 485.1,162,stable,-0.3 ,-1.3, 0.7
40019,452.1 ,427.7, 477.6,269,stable,-0.3 ,-0.9, 0.3
40067,451.3 ,386.8, 524.3,39,falling,-1.5 ,-2.9, -0.1
40089,449.2 ,420, 480,187,stable,-0.4 ,-1.8, 1.0
40125,446.5 ,426.4, 467.4,386,falling,-0.7 ,-1.3, -0.1
40023,444.5 ,403.5, 488.7,94,falling,-2.1 ,-2.9, -1.2
40147,444.4 ,421.7, 468,311,stable,-0.8 ,-1.6, 0.1
40065,444.3 ,409.3, 481.5,123,falling,-1.9 ,-3.4, -0.4
40109,444.1 ,437.5, 450.7,3652,falling,-1.0 ,-1.4, -0.7
40027,439.9 ,428.8, 451.3,1233,falling,-1.3 ,-1.7, -0.8
40051,439.5 ,416.7, 463.3,293,stable,-0.4 ,-1.2, 0.4
40017,439.3 ,423.6, 455.4,621,falling,-1.5 ,-2.8, -0.3
40009,439.2 ,402, 478.9,107,stable,-1.3 ,-2.7, 0.2
40121,438.9 ,414.7, 464.3,264,stable,-0.6 ,-1.3, 0.1
40001,438.5 ,402.2, 477.2,114,stable,-0.4 ,-1.9, 1.1
40103,434.6 ,387.6, 486.1,66,stable,-0.2 ,-1.8, 1.3
40069,431.7 ,383.4, 484.7,63,stable,-0.8 ,-2.4, 0.7
40081,431.6 ,404.3, 460.5,199,stable,0.4 ,-1.1, 1.9
40133,430.7 ,398.1, 465.3,137,falling,-1.3 ,-2.1, -0.5
40149,429.5 ,380.9, 482.8,62,stable,-1.3 ,-2.7, 0.2
40127,429.5 ,384.1, 479.3,73,stable,-1.6 ,-3.4, 0.3
40061,425.9 ,382.3, 473.6,75,rising,9.0 ,1.7, 16.9
40113,424.4 ,401.6, 448.4,279,stable,-0.2 ,-1.1, 0.7
40099,422.5 ,380.7, 467.9,80,stable,-9.5 ,-18.3, 0.2
40047,422.2 ,400.8, 444.5,307,falling,-1.3 ,-2.1, -0.4
40043,422.2 ,353.6, 501.3,28,stable,-1.1 ,-3.5, 1.3
40013,420.2 ,396, 445.6,238,falling,-1.1 ,-1.8, -0.4
40145,418.8 ,400, 438.3,394,stable,-0.4 ,-1.2, 0.5
40039,418.8 ,385.7, 453.9,124,stable,-0.8 ,-1.7, 0.1
40041,416 ,392.3, 440.9,274,stable,-0.5 ,-1.3, 0.3
40139,414.7 ,374.7, 457.6,82,stable,0.4 ,-1.0, 1.8
40093,413.2 ,357.8, 475.3,44,stable,-0.8 ,-3.0, 1.4
40091,411.8 ,378.7, 447.3,133,falling,-1.5 ,-2.7, -0.3
40033,409.5 ,348.5, 479.2,34,stable,0.1 ,-1.7, 2.0
40119,406.5 ,385.6, 428.2,297,falling,-1.3 ,-2.1, -0.4
40025,405.1 ,302.5, 533.4,13,stable,-1.6 ,-4.3, 1.3
40005,402.6 ,361.5, 447.4,75,stable,-0.3 ,-1.4, 0.8
40129,401.7 ,322, 496.3,20,stable,-0.4 ,-2.7, 1.9
40045,399.6 ,328.3, 483.4,24,stable,-0.6 ,-3.1, 2.0
40153,392.1 ,356.9, 429.8,94,falling,-1.7 ,-3.0, -0.5
40029,373.4 ,311.7, 444.6,29,falling,-3.0 ,-4.8, -1.1
40007,368.3 ,306.6, 439.7,27,stable,-0.9 ,-2.8, 1.1
41000,430.5 ,427.9, 433.2,21877,falling,-0.9 ,-1.2, -0.7
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
41013,511.2 ,475.4, 549.2,181,stable,0.5 ,-0.4, 1.5
41035,467.4 ,446.8, 488.8,432,stable,-0.4 ,-1.1, 0.2
41007,467 ,440.7, 494.7,266,stable,0.0 ,-0.8, 0.7
41005,457.1 ,448.6, 465.7,2365,stable,-0.4 ,-0.7, 0.0
41051,454.1 ,447.5, 460.8,3809,falling,-0.6 ,-0.8, -0.3
41071,453.9 ,437, 471.3,576,stable,-0.5 ,-1.1, 0.1
41047,449.9 ,440.2, 459.7,1726,falling,-0.7 ,-1.2, -0.2
41033,446.8 ,430.1, 464.1,636,falling,-0.8 ,-1.4, -0.2
41053,445.3 ,426.3, 464.9,443,falling,-0.8 ,-1.5, -0.2
41065,444.9 ,413.4, 478.4,163,falling,-1.2 ,-2.2, -0.3
41069,444.4 ,327.1, 604.8,13,stable,-0.1 ,-3.1, 3.0
41009,442.1 ,419.3, 465.9,307,falling,-0.9 ,-1.7, -0.1
41031,440.4 ,406.1, 477.1,134,stable,0.8 ,-0.6, 2.3
41059,435.6 ,415.9, 456,384,stable,-0.5 ,-1.3, 0.2
41043,433.4 ,418.7, 448.6,701,falling,-0.9 ,-1.5, -0.4
41011,433.1 ,414, 453,456,falling,-1.4 ,-1.9, -0.8
41021,430.1 ,327.8, 560.9,14,stable,-3.0 ,-6.0, 0.2
41017,429.6 ,417.6, 442,1054,falling,-5.4 ,-9.6, -1.1
41029,429.3 ,418.6, 440.3,1341,falling,-1.4 ,-1.8, -1.1
41019,427.8 ,413, 443.1,746,falling,-1.1 ,-2.1, -0.1
41041,423.8 ,402.2, 446.5,359,falling,-1.4 ,-2.0, -0.9
